Date,AMZN,CSCO,INTC,MSFT,MSTR,ORCL,QCOM,^IXIC
1999-03-11,3.371875047683716,17.065975189208984,16.75400733947754,24.653766632080078,11.375,7.370752334594727,3.111785650253296,2412.25
1999-03-12,3.332813024520874,16.702011108398438,16.771739959716797,24.462871551513672,11.25,5.709210395812988,2.990797996520996,2381.530029296875
1999-03-15,3.473438024520874,16.98509979248047,16.71855354309082,25.331432342529297,10.625,5.996546268463135,3.1771183013916016,2431.43994140625
1999-03-16,3.34531307220459,17.1468563079834,17.073129653930664,25.818218231201172,10.9375,5.9590654373168945,3.13114333152771,2439.27001953125
1999-03-17,3.2750000953674316,17.15696907043457,17.09086036682129,25.52231788635254,10.84375,5.809152603149414,3.1021053791046143,2428.969970703125
1999-03-18,3.460937976837158,17.28840446472168,17.277021408081055,26.333627700805664,10.0625,5.934080123901367,3.1771183013916016,2462.9599609375
1999-03-19,3.37656307220459,16.904216766357422,16.87811851501465,26.142719268798828,9.3125,5.509325981140137,3.2739062309265137,2421.27001953125
1999-03-22,3.299999952316284,16.621129989624023,16.328519821166992,26.390892028808594,9.375,5.434370994567871,3.3924763202667236,2395.93994140625
1999-03-23,2.984375,16.226835250854492,16.24873161315918,25.436418533325195,9.0,5.209497928619385,3.179537296295166,2322.840087890625
1999-03-24,3.0921878814697266,16.894105911254883,16.9135799407959,26.15228271484375,9.5,5.184513568878174,3.382796049118042,2365.280029296875
1999-03-25,3.496875047683716,17.37939453125,16.727420806884766,27.478971481323242,10.5,5.334428310394287,3.8110885620117188,2434.800048828125
1999-03-26,3.476562976837158,17.015432357788086,16.550128936767578,27.20218276977539,10.5,5.4968342781066895,4.319235801696777,2419.169921875
1999-03-29,3.7406249046325684,17.793912887573242,17.24155616760254,28.21391487121582,10.25,5.696720123291016,4.449902057647705,2492.840087890625
1999-03-30,4.117187976837158,17.783798217773438,17.24155616760254,28.40479278564453,9.75,5.371905326843262,4.529752254486084,2480.2900390625
1999-03-31,4.304687976837158,17.723140716552734,16.860383987426758,27.373985290527344,9.625,5.271963119506836,4.815282344818115,2461.39990234375
1999-04-01,4.275000095367432,17.783798217773438,17.144052505493164,28.30934715270996,9.0,5.159525394439697,5.304069519042969,2493.3701171875
1999-04-05,4.662499904632568,18.511734008789062,18.083703994750977,28.996570587158203,9.25,5.0595855712890625,5.763821601867676,2560.06005859375
1999-04-06,4.571875095367432,18.643171310424805,18.500328063964844,28.72933006286621,9.375,4.734770774841309,5.650092124938965,2563.169921875
1999-04-07,4.395312786102295,19.209341049194336,18.73967742919922,28.500261306762695,8.8125,4.285030841827393,5.362143039703369,2544.429931640625
1999-04-08,4.474999904632568,19.027355194091797,18.588973999023438,28.88202476501465,8.34375,4.659814834594727,5.744462966918945,2573.389892578125
1999-04-09,4.571875095367432,19.108234405517578,18.553516387939453,28.786590576171875,8.4375,5.172021389007568,5.6355743408203125,2593.050048828125
1999-04-12,4.61093807220459,19.047576904296875,17.374528884887695,28.40479278564453,8.125,4.997121810913086,6.228409767150879,2598.81005859375
1999-04-13,4.459374904632568,18.461181640625,17.161785125732422,27.52667808532715,7.96875,4.722277641296387,6.572011947631836,2583.5
1999-04-14,4.199999809265137,17.91523551940918,16.1689510345459,26.228628158569336,7.9375,4.822221755981445,6.114683151245117,2507.280029296875
1999-04-15,4.181250095367432,17.844463348388672,16.57671546936035,27.14491081237793,8.5625,4.972135543823242,6.107424259185791,2521.77001953125
1999-04-16,4.75,17.096311569213867,16.23986053466797,26.457693099975586,8.65625,4.8971781730651855,5.5170087814331055,2484.0400390625
1999-04-19,3.973438024520874,16.176288604736328,15.743452072143555,24.739646911621094,7.75,4.672308444976807,4.824960708618164,2345.610107421875
1999-04-20,4.300000190734863,16.429039001464844,16.044837951660156,25.388700485229492,8.4375,4.647323131561279,5.444412708282471,2409.639892578125
1999-04-21,4.481249809265137,17.460277557373047,16.57671546936035,25.04511260986328,8.875,4.822221755981445,7.552004337310791,2489.080078125
1999-04-22,4.75156307220459,18.30953598022461,17.445444107055664,25.94228744506836,9.375,5.159525394439697,7.489093780517578,2561.610107421875
1999-04-23,5.253125190734863,18.98691749572754,17.516359329223633,26.266815185546875,9.0,5.465603351593018,7.389883041381836,2590.68994140625
1999-04-26,5.179687976837158,19.027355194091797,18.278715133666992,26.877662658691406,9.0625,5.734195709228516,7.8786725997924805,2652.050048828125
1999-04-27,5.146874904632568,18.612831115722656,17.658193588256836,25.65595245361328,8.75,5.609269142150879,7.6294355392456055,2602.409912109375
1999-04-28,4.837500095367432,18.076995849609375,17.35679054260254,25.083269119262695,8.34375,5.459353923797607,7.372945785522461,2550.3701171875
1999-04-29,4.206250190734863,17.66248321533203,17.25041961669922,25.064189910888672,8.625,5.446861743927002,7.675414085388184,2528.43994140625
1999-04-30,4.301562786102295,18.45107078552246,17.35679054260254,24.835111618041992,8.625,5.409383773803711,7.743168830871582,2542.860107421875
1999-05-03,3.773437976837158,18.380298614501953,17.906400680541992,24.39606285095215,8.4375,5.209497928619385,8.454571723937988,2535.580078125
1999-05-04,3.575000047683716,17.571491241455078,17.498628616333008,23.842477798461914,8.625,5.03460168838501,8.12548542022705,2485.1201171875
1999-05-05,3.6624999046325684,17.95061492919922,18.1634464263916,24.1669864654541,8.78125,4.997121810913086,8.69654369354248,2534.449951171875
1999-05-06,3.434375047683716,17.29850959777832,16.939533233642578,23.80428123474121,8.625,4.834716796875,8.36504077911377,2472.280029296875
1999-05-07,3.409374952316284,17.55126953125,17.294296264648438,24.147897720336914,8.71875,4.8971781730651855,8.37230110168457,2503.6201171875
1999-05-10,3.671875,17.672590255737305,17.20560073852539,24.338787078857422,8.625,4.872194290161133,8.207756996154785,2526.389892578125
1999-05-11,3.7093749046325684,18.09721565246582,17.684524536132812,24.39606285095215,8.75,4.959644794464111,8.478766441345215,2566.679931640625
1999-05-12,3.5734379291534424,19.209341049194336,17.737733840942383,24.586956024169922,8.875,5.0595855712890625,9.025627136230469,2606.5400390625
1999-05-13,3.4000000953674316,19.037464141845703,17.045963287353516,24.1669864654541,9.375,4.597350597381592,8.909477233886719,2582.0
1999-05-14,3.309375047683716,18.673498153686523,16.460620880126953,23.479774475097656,9.625,4.772253036499023,8.672345161437988,2527.860107421875
1999-05-17,3.440624952316284,18.835262298583984,16.868587493896484,24.1669864654541,9.6875,4.8971781730651855,8.420696258544922,2561.840087890625
1999-05-18,3.315624952316284,18.794822692871094,16.726682662963867,24.03336524963379,10.0,4.959644794464111,7.989980220794678,2558.360107421875
1999-05-19,3.489063024520874,18.855478286743164,16.939533233642578,24.224262237548828,11.125,5.271963119506836,8.004496574401855,2577.39990234375
1999-05-20,3.270313024520874,18.56228256225586,16.371929168701172,23.957014083862305,11.375,5.0595855712890625,7.917389392852783,2542.22998046875
1999-05-21,3.2140629291534424,18.319643020629883,16.176816940307617,23.68975830078125,11.9375,5.147034645080566,7.767364501953125,2520.139892578125
1999-05-24,2.9375,17.692808151245117,15.87527084350586,23.594308853149414,12.0625,4.947150707244873,7.181788444519043,2453.659912109375
1999-05-25,2.789062976837158,16.883996963500977,15.006125450134277,23.288888931274414,12.0625,4.79723596572876,7.089839935302734,2380.89990234375
1999-05-26,3.023437976837158,17.652372360229492,14.669112205505371,23.976099014282227,12.46875,4.684802055358887,7.65121603012085,2427.179931640625
1999-05-27,2.864063024520874,17.47038459777832,15.077075004577637,23.93792724609375,11.625,4.709786415100098,7.462474346160889,2419.14990234375
1999-05-28,2.96875,17.632150650024414,15.3431396484375,24.64422607421875,12.5,4.959644794464111,7.530229091644287,2470.52001953125
1999-06-01,2.645313024520874,17.318737030029297,14.385302543640137,23.976099014282227,12.0625,5.097062110900879,7.273739814758301,2412.030029296875
1999-06-02,2.8031249046325684,17.814138412475586,14.740057945251465,23.957014083862305,11.875,5.234484672546387,7.656055450439453,2432.409912109375
1999-06-03,2.62656307220459,17.60181999206543,14.33209228515625,23.32706642150879,11.71875,5.4968342781066895,7.902873992919922,2403.320068359375
1999-06-04,2.710937976837158,18.582508087158203,15.09481143951416,24.300607681274414,11.875,5.734195709228516,8.51264476776123,2478.340087890625
1999-06-07,2.934375047683716,18.663387298583984,15.165770530700684,24.510601043701172,11.5,5.696720123291016,8.48360824584961,2524.2099609375
1999-06-08,2.789062976837158,18.06688117980957,14.669112205505371,24.24333953857422,11.5625,5.421875953674316,8.120646476745605,2474.56005859375
1999-06-09,2.8499999046325684,18.40052604675293,15.077075004577637,25.14055061340332,11.625,5.334428310394287,8.478766441345215,2519.35009765625
1999-06-10,2.898437976837158,17.864686965942383,15.715632438659668,24.39606285095215,11.625,5.209497928619385,8.575555801391602,2484.6201171875
1999-06-11,2.645313024520874,17.905132293701172,15.449567794799805,23.861560821533203,11.5625,5.0595855712890625,8.420696258544922,2447.8798828125
1999-06-14,2.299999952316284,17.4400577545166,15.431833267211914,23.68975830078125,11.75,5.284454822540283,7.956099987030029,2398.31005859375
1999-06-15,2.4124999046325684,17.986003875732422,15.804322242736816,23.72793197631836,12.0625,5.022107124328613,8.803013801574707,2414.669921875
1999-06-16,2.7921879291534424,18.804933547973633,16.939533233642578,24.739646911621094,12.5,6.583707332611084,9.17081069946289,2517.830078125
1999-06-17,2.8234379291534424,18.98691749572754,16.460620880126953,25.312334060668945,12.46875,6.970982551574707,9.286961555480957,2544.14990234375
1999-06-18,2.78281307220459,19.310440063476562,15.591479301452637,25.961383819580078,12.9375,7.008460521697998,10.046759605407715,2563.43994140625
1999-06-21,3.0875000953674316,19.91705322265625,16.123592376708984,27.164012908935547,14.0,6.821071624755859,10.104833602905273,2630.280029296875
1999-06-22,2.9375,19.24977684020996,15.804322242736816,26.419527053833008,14.40625,6.821071624755859,10.114513397216797,2580.260009765625
1999-06-23,2.9437499046325684,20.018152236938477,16.052648544311523,26.266815185546875,15.0,7.020956993103027,10.366165161132812,2598.1201171875
1999-06-24,2.840625047683716,19.492416381835938,15.62695026397705,25.846832275390625,15.75,7.133391380310059,9.891897201538086,2553.989990234375
1999-06-25,2.754688024520874,19.836170196533203,15.697896003723145,25.94228744506836,16.75,7.145880222320557,9.814461708068848,2552.64990234375
1999-06-28,2.76718807220459,20.038366317749023,16.176816940307617,26.495885848999023,15.875,7.333276271820068,10.414560317993164,2602.43994140625
1999-06-29,2.9015629291534424,20.22035026550293,16.815378189086914,26.877662658691406,16.3125,7.420726299285889,10.608139038085938,2642.110107421875
1999-06-30,3.128124952316284,20.84718132019043,16.886320114135742,27.54578971862793,18.9375,7.420726299285889,11.111444473266602,2686.1201171875
1999-07-01,3.059375047683716,20.82697296142578,17.844165802001953,27.85122299194336,19.3125,7.545651912689209,10.821072578430176,2706.179931640625
1999-07-02,3.101562976837158,21.696441650390625,18.02153205871582,28.09938621520996,18.5625,7.683073997497559,11.16951847076416,2741.02001953125
1999-07-06,3.171875,21.57512664794922,18.127971649169922,27.35489273071289,17.65625,7.7330427169799805,11.014653205871582,2736.780029296875
1999-07-07,3.046875,21.433574676513672,18.26987075805664,28.19481086730957,17.96875,7.7330427169799805,10.796882629394531,2743.0400390625
1999-07-08,3.1343750953674316,21.49424171447754,18.66010284423828,28.271175384521484,18.75,7.783018112182617,11.014653205871582,2771.860107421875
1999-07-09,3.137500047683716,21.696441650390625,18.801992416381836,28.48116683959961,20.0625,7.857975959777832,11.51795768737793,2793.070068359375
1999-07-12,2.934375047683716,21.23137855529785,18.5714054107666,28.76749610900879,20.75,7.770527362823486,11.416335105895996,2790.43994140625
1999-07-13,3.153125047683716,21.110048294067383,18.553678512573242,28.595693588256836,21.3125,7.7330427169799805,11.179194450378418,2778.22998046875
1999-07-14,3.375,21.130273818969727,19.298646926879883,28.996570587158203,21.0,7.608120918273926,11.580877304077148,2818.1298828125
1999-07-15,3.489063024520874,21.534685134887695,19.209970474243164,28.824769973754883,21.5,7.795511245727539,11.84462833404541,2839.3701171875
1999-07-16,3.440624952316284,21.352693557739258,19.050331115722656,30.370988845825195,20.0625,7.945420265197754,12.253564834594727,2864.47998046875
1999-07-19,3.2921879291534424,21.00894546508789,19.17449188232422,30.046480178833008,18.9375,7.895452976226807,12.287434577941895,2830.2900390625
1999-07-20,3.003124952316284,20.13947105407715,18.429502487182617,28.500261306762695,18.8125,7.495683670043945,12.61652660369873,2732.179931640625
1999-07-21,3.1359379291534424,20.402328491210938,18.60688591003418,28.92021942138672,19.21875,7.620605945587158,12.127735137939453,2761.77001953125
1999-07-22,2.6703128814697266,19.775510787963867,18.127971649169922,27.813030242919922,20.375,7.245822906494141,11.65346622467041,2684.43994140625
1999-07-23,2.864063024520874,20.361892700195312,18.21665382385254,27.56488609313965,20.3125,7.233334064483643,11.977716445922852,2692.39990234375
1999-07-26,2.648437976837158,19.755281448364258,17.844165802001953,26.76312828063965,18.6875,6.995970249176025,11.818012237548828,2619.18994140625
1999-07-27,2.5250000953674316,20.361892700195312,19.17449188232422,27.125843048095703,18.71875,7.408230781555176,11.953511238098145,2679.330078125
1999-07-28,2.643749952316284,20.483219146728516,19.9549503326416,27.48851776123047,18.125,7.533160209655762,12.369704246520996,2705.840087890625
1999-07-29,2.539062976837158,19.97771453857422,19.724355697631836,26.553150177001953,16.71875,7.608120918273926,12.108372688293457,2640.010009765625
1999-07-30,2.50156307220459,20.09903335571289,19.582456588745117,26.209537506103516,17.1875,7.608120918273926,12.079341888427734,2638.489990234375
1999-08-02,2.3499999046325684,19.99793243408203,20.238758087158203,25.90410041809082,16.25,7.620605945587158,11.808330535888672,2623.6298828125
1999-08-03,2.371875047683716,19.775510787963867,20.699934005737305,25.885028839111328,15.71875,7.420726299285889,10.840432167053223,2587.989990234375
1999-08-04,2.210937976837158,19.57330894470215,20.672971725463867,25.94228744506836,14.90625,7.345766067504883,11.029170989990234,2540.0
1999-08-05,2.4312500953674316,19.896831512451172,20.282575607299805,26.19044303894043,15.40625,7.420726299285889,11.087248802185059,2565.830078125
1999-08-06,2.239063024520874,20.13947105407715,20.31806182861328,25.999568939208984,15.3125,7.295798301696777,11.440528869628906,2547.969970703125
1999-08-09,2.137500047683716,19.350875854492188,20.850418090820312,25.598678588867188,13.21875,7.270809650421143,11.416335105895996,2518.97998046875
1999-08-10,2.2750000953674316,19.00713348388672,20.371292114257812,25.331432342529297,13.375,7.195858478546143,11.430851936340332,2490.110107421875
1999-08-11,2.273437976837158,20.361892700195312,21.577959060668945,25.71321678161621,14.34375,7.345766067504883,11.595392227172852,2564.97998046875
1999-08-12,2.293750047683716,19.957490921020508,21.56021499633789,24.968748092651367,14.625,7.095914840698242,11.692182540893555,2549.489990234375
1999-08-13,2.4359378814697266,20.56410026550293,22.64266014099121,25.865938186645508,15.0625,7.720553874969482,12.389065742492676,2637.81005859375
1999-08-16,2.457813024520874,20.54387855529785,22.305511474609375,25.751399993896484,14.625,7.857975959777832,12.52457332611084,2645.280029296875
1999-08-17,2.731250047683716,20.786523818969727,22.429725646972656,25.827754974365234,15.5625,7.458204746246338,13.400519371032715,2671.22998046875
1999-08-18,2.828125,20.483219146728516,22.287771224975586,25.961383819580078,15.125,7.0834174156188965,12.892377853393555,2657.72998046875
1999-08-19,2.653125047683716,20.13947105407715,21.95060157775879,25.598678588867188,15.0625,7.195858478546143,12.756866455078125,2621.429931640625
1999-08-20,2.835937976837158,20.746078491210938,22.695907592773438,25.465059280395508,15.625,7.395739555358887,13.545705795288086,2648.330078125
1999-08-23,2.9593749046325684,21.271818161010742,23.54765510559082,26.400436401367188,16.375,7.508172035217285,14.203877449035645,2719.570068359375
1999-08-24,3.00156307220459,21.474014282226562,23.600894927978516,28.156639099121094,18.0625,7.383241176605225,13.860267639160156,2752.3701171875
1999-08-25,3.3218750953674316,22.201948165893555,23.760604858398438,29.11111068725586,18.75,7.383241176605225,14.712011337280273,2805.60009765625
1999-08-26,3.2140629291534424,22.30304527282715,23.015316009521484,28.901126861572266,19.25,7.420726299285889,14.770088195800781,2774.6201171875
1999-08-27,3.2125000953674316,22.16151237487793,23.565406799316406,28.48116683959961,18.0,7.395739555358887,14.228065490722656,2758.89990234375
1999-08-30,2.981250047683716,21.5953426361084,23.352455139160156,28.175735473632812,17.90625,7.295798301696777,14.169995307922363,2712.68994140625
1999-08-31,3.109375,21.939088821411133,23.334712982177734,28.271175384521484,19.875,7.295798301696777,14.88139533996582,2739.35009765625
1999-09-01,2.976562976837158,22.30304527282715,23.689620971679688,28.21391487121582,20.4375,7.533160209655762,13.061758041381836,2750.800048828125
1999-09-02,3.003124952316284,22.08062744140625,24.221982955932617,28.042102813720703,19.1875,7.683073997497559,12.950443267822266,2734.239990234375
1999-09-03,3.121875047683716,22.950098037719727,25.357648849487305,29.28289794921875,20.6875,8.295219421386719,12.650396347045898,2843.110107421875
1999-09-07,3.1468749046325684,22.76811981201172,24.878543853759766,28.786590576171875,20.3125,8.75745677947998,12.839139938354492,2837.260009765625
1999-09-08,3.0718750953674316,22.30304527282715,24.399425506591797,28.175735473632812,20.125,8.857396125793457,12.998841285705566,2808.739990234375
1999-09-09,3.1812500953674316,22.626577377319336,24.914026260375977,28.72933006286621,19.9375,8.807430267333984,12.863334655761719,2852.02001953125
1999-09-10,3.325000047683716,22.88945198059082,24.807559967041016,29.015653610229492,19.625,9.269659996032715,12.829461097717285,2887.06005859375
1999-09-13,3.1656250953674316,22.869220733642578,23.95580291748047,28.672048568725586,20.0,9.144733428955078,11.876086235046387,2844.77001953125
1999-09-14,3.299999952316284,23.27362823486328,24.36393165588379,29.034740447998047,20.625,9.082268714904785,13.202099800109863,2868.2900390625
1999-09-15,3.278125047683716,22.808561325073242,23.565406799316406,28.29027557373047,19.65625,8.532586097717285,13.463435173034668,2814.169921875
1999-09-16,3.262500047683716,22.808561325073242,23.45893669128418,28.71023178100586,19.75,8.43264389038086,13.928019523620605,2806.719970703125
1999-09-17,3.190624952316284,23.77914047241211,24.026775360107422,29.4547119140625,20.6875,8.707483291625977,14.70717716217041,2869.6201171875
1999-09-20,3.137500047683716,23.67804527282715,23.867069244384766,29.798322677612305,20.6875,9.019803047180176,14.557159423828125,2886.14990234375
1999-09-21,3.112499952316284,23.010761260986328,23.28150177001953,28.901126861572266,20.34375,8.894878387451172,14.116755485534668,2821.10009765625
1999-09-22,3.299999952316284,23.374732971191406,23.51216697692871,29.34016990661621,22.0,9.13223934173584,14.721700668334961,2858.159912109375
1999-09-23,3.112499952316284,22.444591522216797,22.003854751586914,27.85122299194336,23.125,8.694989204406738,14.450692176818848,2749.830078125
1999-09-24,3.25,22.323266983032227,21.48480796813965,27.774860382080078,22.09375,8.43264389038086,14.673303604125977,2740.409912109375
1999-09-27,3.128124952316284,22.04018783569336,22.199045181274414,27.927574157714844,22.9375,8.45762825012207,14.968507766723633,2761.75
1999-09-28,3.293750047683716,22.121074676513672,22.003854751586914,28.13753890991211,23.25,8.570061683654785,14.992703437805176,2756.25
1999-09-29,4.037499904632568,21.615562438964844,21.347278594970703,27.335803985595703,24.71875,8.657514572143555,14.537796974182129,2730.27001953125
1999-09-30,3.996875047683716,22.181734085083008,21.09885025024414,27.66033172607422,28.03125,9.094759941101074,14.649102210998535,2746.159912109375
1999-10-01,3.862499952316284,22.28282928466797,21.276296615600586,27.483736038208008,28.8125,9.044791221618652,14.46520709991455,2736.85009765625
1999-10-04,3.8531250953674316,22.808561325073242,21.86188507080078,28.271175384521484,30.125,9.294646263122559,14.699913024902344,2795.969970703125
1999-10-05,3.921875,23.17252540588379,21.631193161010742,28.042102813720703,33.4375,9.244674682617188,15.079812049865723,2799.669921875
1999-10-06,4.121874809265137,23.268573760986328,21.84414291381836,28.61478614807129,35.375,9.169716835021973,15.820247650146484,2857.2099609375
1999-10-07,4.365624904632568,22.929882049560547,21.471500396728516,28.633874893188477,33.5625,8.932356834411621,15.529887199401855,2860.699951171875
1999-10-08,4.462500095367432,23.233182907104492,21.489240646362305,28.996570587158203,34.4375,9.044791221618652,16.565534591674805,2886.570068359375
1999-10-11,4.418749809265137,23.435394287109375,21.719926834106445,28.805679321289062,35.8125,9.207196235656738,17.228534698486328,2915.949951171875
1999-10-12,4.246874809265137,23.21296501159668,21.773155212402344,28.271175384521484,35.0,9.394591331481934,16.420347213745117,2872.429931640625
1999-10-13,3.996875047683716,22.74789810180664,20.477779388427734,27.813030242919922,34.875,9.482035636901855,15.822674751281738,2801.27001953125
1999-10-14,3.9796879291534424,22.444591522216797,20.823801040649414,27.698509216308594,37.25,9.350862503051758,15.798478126525879,2806.840087890625
1999-10-15,3.753124952316284,21.73687744140625,20.122873306274414,26.89675521850586,38.5,8.994819641113281,15.37018871307373,2731.830078125
1999-10-18,3.703125,21.797548294067383,19.69699478149414,26.839492797851562,35.3125,8.769948959350586,15.152408599853516,2689.14990234375
1999-10-19,3.831249952316284,21.797548294067383,18.49032211303711,26.36225700378418,41.375,8.75745677947998,15.331466674804688,2688.179931640625
1999-10-20,4.025000095367432,22.626577377319336,19.8566951751709,28.175735473632812,46.625,8.94484806060791,15.665392875671387,2788.1298828125
1999-10-21,4.037499904632568,22.383939743041992,20.35354995727539,28.423898696899414,45.0625,9.032296180725098,16.701038360595703,2801.949951171875
1999-10-22,3.9312500953674316,21.534685134887695,20.850418090820312,28.30934715270996,45.3125,8.819915771484375,16.70588493347168,2816.52001953125
1999-10-25,4.137499809265137,21.51445198059082,20.22933006286621,28.233009338378906,43.1875,8.657514572143555,16.347755432128906,2815.949951171875
