Date,Close,Shares_Outstanding,Market_Cap
2023-01-03,85.81999969482422,10247300096.0,879423291111.4922
2023-01-04,85.13999938964844,10247300096.0,872455123918.9844
2023-01-05,83.12000274658203,10247300096.0,851755612124.5703
2023-01-06,86.08000183105469,10247300096.0,882087611027.0469
2023-01-09,87.36000061035156,10247300096.0,895204142641.0156
2023-01-10,89.87000274658203,10247300096.0,920924887772.5703
2023-01-11,95.08999633789062,10247300096.0,974415728601.9062
2023-01-12,95.2699966430664,10247300096.0,976260245746.4141
2023-01-13,98.12000274658203,10247300096.0,1005465113564.5703
2023-01-17,96.05000305175781,10247300096.0,984253205493.0781
2023-01-18,95.45999908447266,10247300096.0,978207257782.4766
2023-01-19,93.68000030517578,10247300096.0,959967076120.5078
2023-01-20,97.25,10247300096.0,996549934336.0
2023-01-23,97.5199966430664,10247300096.0,999316670962.4141
2023-01-24,96.31999969482422,10247300096.0,987019942119.4922
2023-01-25,97.18000030517578,10247300096.0,995832626456.5078
2023-01-26,99.22000122070312,10247300096.0,1016737128034.0312
2023-01-27,102.23999786376953,10247300096.0,1047683939924.4453
2023-01-30,100.55000305175781,10247300096.0,1030366055925.0781
2023-01-31,103.12999725341797,10247300096.0,1056804030755.4297
2023-02-01,105.1500015258789,10247300096.0,1077503620730.5391
2023-02-02,112.91000366210938,10247300096.0,1157022691366.0938
2023-02-03,103.38999938964844,10247300096.0,1059468350670.9844
2023-02-06,102.18000030517578,10247300096.0,1047069126936.5078
2023-02-07,102.11000061035156,10247300096.0,1046351819057.0156
2023-02-08,100.05000305175781,10247300096.0,1025242405877.0781
2023-02-09,98.23999786376953,10247300096.0,1006694739540.4453
2023-02-10,97.61000061035156,10247300096.0,1000238968625.0156
2023-02-13,99.54000091552734,10247300096.0,1020016260937.5234
2023-02-14,99.69999694824219,10247300096.0,1021655788298.9219
2023-02-15,101.16000366210938,10247300096.0,1036616915238.0938
2023-02-16,98.1500015258789,10247300096.0,1005772520058.5391
2023-02-17,97.19999694824219,10247300096.0,996037538058.9219
2023-02-21,94.58000183105469,10247300096.0,969189661843.0469
2023-02-22,95.79000091552734,10247300096.0,981588885577.5234
2023-02-23,95.81999969482422,10247300096.0,981896292071.4922
2023-02-24,93.5,10247300096.0,958122558976.0
2023-02-27,93.76000213623047,10247300096.0,960786878891.5547
2023-02-28,94.2300033569336,10247300096.0,965603122445.5859
2023-03-01,92.16999816894531,10247300096.0,944493631084.9531
2023-03-02,92.12999725341797,10247300096.0,944083729699.4297
2023-03-03,94.9000015258789,10247300096.0,972468794746.5391
2023-03-06,93.75,10247300096.0,960684384000.0
2023-03-07,93.55000305175781,10247300096.0,958634955253.0781
2023-03-08,93.91999816894531,10247300096.0,962426406252.9531
2023-03-09,92.25,10247300096.0,945313433856.0
2023-03-10,90.7300033569336,10247300096.0,929737572109.5859
2023-03-13,92.43000030517578,10247300096.0,947157951000.5078
2023-03-14,94.87999725341797,10247300096.0,972263804963.4297
2023-03-15,96.19999694824219,10247300096.0,985790237962.9219
2023-03-16,100.04000091552734,10247300096.0,1025139910985.5234
2023-03-17,98.94999694824219,10247300096.0,1013970313226.9219
2023-03-20,97.70999908447266,10360099840.0,1012285345881.4453
2023-03-21,100.61000061035156,10247300096.0,1030980868913.0156
2023-03-22,98.69999694824219,10247300096.0,1011408488202.9219
2023-03-23,98.70999908447266,10247300096.0,1011510983094.4766
2023-03-24,98.12999725341797,10247300096.0,1005567530275.4297
2023-03-27,98.04000091552734,10247300096.0,1004645310793.5234
2023-03-28,97.23999786376953,10247300096.0,996447439444.4453
2023-03-29,100.25,10247300096.0,1027291834624.0
2023-03-30,102.0,10564500480.0,1077579048960.0
2023-03-31,103.29000091552734,10564500480.0,1091207264251.2891
2023-04-03,102.41000366210938,10247300096.0,1049426040358.0938
2023-04-04,103.94999694824219,10335299584.0,1074354360215.9688
2023-04-05,101.0999984741211,10401399808.0,1051581504717.5234
2023-04-06,102.05999755859375,10536099840.0,1075314323947.5
2023-04-10,102.16999816894531,10247300096.0,1046966632044.9531
2023-04-11,99.91999816894531,10247300096.0,1023910206828.9531
2023-04-12,97.83000183105469,10247300096.0,1002493387155.0469
2023-04-13,102.4000015258789,10247300096.0,1049323545466.5391
2023-04-14,102.51000213623047,10247300096.0,1050450754731.5547
2023-04-17,102.73999786376953,10257999872.0,1053906884935.8281
2023-04-18,102.30000305175781,10257999872.0,1049393418210.5312
2023-04-19,104.30000305175781,10257999872.0,1069909417954.5312
2023-04-20,103.80999755859375,10257999872.0,1064882941668.375
2023-04-21,106.95999908447266,10257999872.0,1097195656917.6406
2023-04-24,106.20999908447266,10257999872.0,1089502157013.6406
2023-04-25,102.56999969482422,10257999872.0,1052163043740.5469
2023-04-26,104.9800033569336,10257999872.0,1076884860997.9844
2023-04-27,109.81999969482422,10257999872.0,1126533542812.5469
2023-04-28,105.44999694824219,10257999872.0,1081706055197.4688
2023-05-01,102.05000305175781,10257999872.0,1046828918242.5312
2023-05-02,103.62999725341797,10257999872.0,1063036498560.9219
2023-05-03,103.6500015258789,10260400128.0,1063490488923.3281
2023-05-04,104.0,10260400128.0,1067081613312.0
2023-05-05,105.66000366210938,10260400128.0,1084113915099.1875
2023-05-08,105.83000183105469,10260400128.0,1085858164333.5938
2023-05-09,106.62000274658203,10260400128.0,1093963889828.3906
2023-05-10,110.19000244140625,10260400128.0,1130593515154.125
2023-05-11,112.18000030517578,10260400128.0,1151011689490.2656
2023-05-12,110.26000213623047,10260400128.0,1131311740031.8594
2023-05-15,111.19999694824219,10260400128.0,1140956462921.3438
2023-05-16,113.4000015258789,10260400128.0,1163529390171.3281
2023-05-17,115.5,10260400128.0,1185076214784.0
2023-05-18,118.1500015258789,10260400128.0,1212266290779.3281
2023-05-19,116.25,10260400128.0,1192771514880.0
2023-05-22,115.01000213623047,10260400128.0,1180048640639.8594
2023-05-23,114.98999786376953,10260400128.0,1179843388800.1406
2023-05-24,116.75,10260400128.0,1197901714944.0
2023-05-25,115.0,10260400128.0,1179946014720.0
2023-05-26,120.11000061035156,10260400128.0,1232376665636.5312
2023-05-30,121.66000366210938,10260400128.0,1248280317147.1875
2023-05-31,120.58000183105469,10260400128.0,1237199066221.5938
2023-06-01,122.7699966430664,10260400128.0,1259669289271.0781
2023-06-02,124.25,10260400128.0,1274854715904.0
2023-06-05,125.30000305175781,10260400128.0,1285628167350.6562
2023-06-06,126.61000061035156,10260400128.0,1299069266468.5312
2023-06-07,121.2300033569336,10260400128.0,1243868341960.9219
2023-06-08,124.25,10260400128.0,1274854715904.0
2023-06-09,123.43000030517578,10260400128.0,1266441190930.2656
2023-06-12,126.56999969482422,10260400128.0,1298658841069.7344
2023-06-13,126.66000366210938,10260400128.0,1299582317787.1875
2023-06-14,126.41999816894531,10260400128.0,1297119765394.4062
2023-06-15,127.11000061035156,10260400128.0,1304199466532.5312
2023-06-16,125.48999786376953,10260400128.0,1287577590144.1406
2023-06-20,125.77999877929688,10260400128.0,1290553115574.9375
2023-06-21,124.83000183105469,10260400128.0,1280805766765.5938
2023-06-22,130.14999389648438,10260400128.0,1335391014034.6875
2023-06-23,129.3300018310547,10260400128.0,1326977567341.5938
2023-06-26,127.33000183105469,10260400128.0,1306456767085.5938
2023-06-27,129.17999267578125,10260400128.0,1325438413385.625
2023-06-28,129.0399932861328,10260400128.0,1324001963630.1562
2023-06-29,127.9000015258789,10260400128.0,1312305192027.3281
2023-06-30,130.36000061035156,10260400128.0,1337545766948.5312
2023-07-03,130.22000122070312,10260400128.0,1336109317193.0625
2023-07-05,130.3800048828125,10260400128.0,1337751018788.25
2023-07-06,128.36000061035156,10260400128.0,1317024966692.5312
2023-07-07,129.77999877929688,10260400128.0,1331594716086.9375
2023-07-10,127.12999725341797,10260400128.0,1304404640091.6094
2023-07-11,128.77999877929688,10260400128.0,1321334315958.9375
2023-07-12,130.8000030517578,10393499648.0,1359469785676.8438
2023-07-13,134.3000030517578,10260400128.0,1377971768502.6562
2023-07-14,134.67999267578125,10260400128.0,1381870614089.625
2023-07-17,133.55999755859375,10260400128.0,1370379016045.875
2023-07-18,132.8300018310547,10260400128.0,1362888967789.5938
2023-07-19,135.36000061035156,10260400128.0,1388847767588.5312
2023-07-20,129.9600067138672,10260400128.0,1333441669521.8438
2023-07-21,130.0,10260400128.0,1333852016640.0
2023-07-24,128.8000030517578,10260400128.0,1321539567798.6562
2023-07-25,129.1300048828125,10260400128.0,1324925518628.25
2023-07-26,128.14999389648438,10260400128.0,1314870213778.6875
2023-07-27,128.25,10260400128.0,1315896316416.0
2023-07-28,132.2100067138672,10260400128.0,1356527569809.8438
2023-07-31,133.67999267578125,10260400128.0,1371610213961.625
2023-08-01,131.69000244140625,10260400128.0,1351192117906.125
2023-08-02,128.2100067138672,10260400128.0,1315485969297.8438
2023-08-03,128.91000366210938,10260400128.0,1322668218075.1875
2023-08-04,139.57000732421875,10260400128.0,1432044121014.375
2023-08-07,142.22000122070312,10260400128.0,1459234118729.0625
2023-08-08,139.94000244140625,10260400128.0,1435840418962.125
2023-08-09,137.85000610351562,10260400128.0,1414396220269.3125
2023-08-10,138.55999755859375,10260400128.0,1421681016685.875
2023-08-11,138.41000366210938,10260400128.0,1420142019291.1875
2023-08-14,140.57000732421875,10260400128.0,1442304521142.375
2023-08-15,137.6699981689453,10260400128.0,1412549266834.4062
2023-08-16,135.07000732421875,10260400128.0,1385872320438.375
2023-08-17,133.97999572753906,10260400128.0,1374688365312.2812
2023-08-18,133.22000122070312,10260400128.0,1366890517577.0625
2023-08-21,134.67999267578125,10260400128.0,1381870614089.625
2023-08-22,134.25,10317800448.0,1385164710144.0
2023-08-23,135.52000427246094,10317800448.0,1398268360795.3594
2023-08-24,131.83999633789062,10317800448.0,1360298773279.4062
2023-08-25,133.25999450683594,10317800448.0,1374950031023.1094
2023-08-28,133.13999938964844,10317800448.0,1373711945349.2344
2023-08-29,134.91000366210938,10317800448.0,1391974496224.5938
2023-08-30,135.07000732421875,10317800448.0,1393625382081.1875
2023-08-31,138.00999450683594,10317800448.0,1423959583151.1094
2023-09-01,138.1199951171875,10317800448.0,1425094547497.875
2023-09-05,137.27000427246094,10317800448.0,1416324511579.3594
2023-09-06,135.36000061035156,10317800448.0,1396617474938.7656
2023-09-07,137.85000610351562,10317800448.0,1422308854731.6562
2023-09-08,138.22999572753906,10317800448.0,1426229511844.6406
2023-09-11,143.10000610351562,10317800448.0,1476477307083.6562
2023-09-12,141.22999572753906,10317800448.0,1457182913188.6406
2023-09-13,144.85000610351562,10317800448.0,1494533457867.6562
2023-09-14,144.72000122070312,10317800448.0,1493192093429.5312
2023-09-15,140.38999938964844,10317800448.0,1448515998597.2344
2023-09-18,139.97999572753906,10317800448.0,1444285662628.6406
2023-09-19,137.6300048828125,10317800448.0,1420038926038.125
2023-09-20,135.2899932861328,10317800448.0,1395895153337.5781
2023-09-21,129.3300018310547,10317800448.0,1334401150832.2969
2023-09-22,129.1199951171875,10317800448.0,1332234343465.875
2023-09-25,131.27000427246094,10317800448.0,1354417708891.3594
2023-09-26,125.9800033569336,10317800448.0,1299836535075.211
2023-09-27,125.9800033569336,10317800448.0,1299836535075.211
2023-09-28,125.9800033569336,10317800448.0,1299836535075.211
2023-09-29,127.12000274658203,10317800448.0,1311598821288.4453
2023-10-02,129.4600067138672,10317800448.0,1335742515270.4219
2023-10-03,124.72000122070312,10317800448.0,1286836084469.5312
2023-10-04,127.0,10317800448.0,1310360656896.0
2023-10-05,125.95999908447266,10317800448.0,1299630134983.8516
2023-10-06,127.95999908447266,10317800448.0,1320265735879.8516
2023-10-09,128.25999450683594,10317800448.0,1323361028783.1094
2023-10-10,129.47999572753906,10317800448.0,1335948757924.6406
2023-10-11,131.8300018310547,10317800448.0,1360195651952.2969
2023-10-12,132.3300018310547,10317800448.0,1365354552176.2969
2023-10-13,129.7899932861328,10317800448.0,1339147250873.5781
2023-10-16,132.5500030517578,10317800448.0,1367624480869.8281
2023-10-17,131.47000122070312,10402499584.0,1367616633006.8438
2023-10-18,128.1300048828125,10317800448.0,1322019821782.125
2023-10-19,128.39999389648438,10586699776.0,1359332186622.3125
2023-10-20,125.16999816894531,10317800448.0,1291479063183.7031
2023-10-23,126.55999755859375,10317800448.0,1305820799508.9375
