Price,Close,High,Low,Open,Volume
Ticker,^SP500EW,^SP500EW,^SP500EW,^SP500EW,^SP500EW
Date,,,,,
2023-04-11,5886.5,5907.93017578125,5849.990234375,5849.990234375,0
2023-04-12,5856.509765625,5924.10986328125,5849.7001953125,5886.5,0
2023-04-13,5903.43017578125,5913.16015625,5845.5400390625,5856.509765625,0
2023-04-14,5875.81005859375,5929.72021484375,5846.5498046875,5903.43017578125,0
2023-04-17,5914.72021484375,5915.1298828125,5868.18017578125,5875.81005859375,0
2023-04-18,5916.759765625,5938.419921875,5894.77978515625,5914.72021484375,0
2023-04-19,5917.2099609375,5924.669921875,5885.81005859375,5916.759765625,0
2023-04-20,5885.33984375,5917.2099609375,5866.1201171875,5917.2099609375,0
2023-04-21,5885.7099609375,5894.35986328125,5855.52978515625,5885.2900390625,0
2023-04-24,5897.9501953125,5901.52978515625,5874.009765625,5885.7001953125,0
2023-04-25,5796.009765625,5897.9501953125,5794.830078125,5897.9501953125,0
2023-04-26,5736.60009765625,5796.009765625,5726.68017578125,5796.009765625,0
2023-04-27,5829.27001953125,5830.81005859375,5736.60009765625,5736.60009765625,0
2023-04-28,5892.43017578125,5895.490234375,5819.759765625,5829.27001953125,0
2023-05-01,5889.39013671875,5922.35009765625,5885.14013671875,5892.419921875,0
2023-05-02,5802.009765625,5889.39013671875,5746.1298828125,5889.39013671875,0
2023-05-03,5766.2099609375,5853.2099609375,5762.5400390625,5802.009765625,0
2023-05-04,5712.06005859375,5766.2099609375,5692.080078125,5766.2099609375,0
2023-05-05,5807.89990234375,5822.580078125,5712.06005859375,5712.06005859375,0
2023-05-08,5797.080078125,5820.759765625,5779.31982421875,5807.990234375,0
2023-05-09,5772.16015625,5796.8701171875,5755.64990234375,5796.8701171875,0
2023-05-10,5772.64990234375,5819.3701171875,5721.27978515625,5772.669921875,0
2023-05-11,5742.81005859375,5772.64990234375,5714.81005859375,5772.64990234375,0
2023-05-12,5742.72021484375,5769.330078125,5706.41015625,5742.81005859375,0
2023-05-15,5774.72998046875,5783.47998046875,5732.77978515625,5742.72021484375,0
2023-05-16,5693.43994140625,5774.72998046875,5693.16015625,5774.72998046875,0
2023-05-17,5765.080078125,5775.81982421875,5693.43994140625,5693.43994140625,0
2023-05-18,5809.56005859375,5815.64990234375,5744.93994140625,5765.080078125,0
2023-05-19,5793.08984375,5834.27978515625,5774.02001953125,5809.56005859375,0
2023-05-22,5802.990234375,5826.10009765625,5768.9501953125,5793.08984375,0
2023-05-23,5739.31982421875,5802.990234375,5736.830078125,5802.990234375,0
2023-05-24,5675.31005859375,5739.31982421875,5666.41015625,5739.31982421875,0
2023-05-25,5672.66015625,5691.06005859375,5635.4599609375,5675.31005859375,0
2023-05-26,5719.169921875,5727.080078125,5672.66015625,5672.66015625,0
2023-05-30,5707.72021484375,5744.06005859375,5691.39013671875,5719.169921875,0
2023-05-31,5657.330078125,5707.72021484375,5626.9599609375,5707.72021484375,0
2023-06-01,5700.52978515625,5717.02978515625,5635.8701171875,5657.330078125,0
2023-06-02,5823.6201171875,5833.4599609375,5700.52978515625,5700.52978515625,0
2023-06-05,5803.97021484375,5831.41015625,5793.64990234375,5823.6201171875,0
2023-06-06,5842.490234375,5849.990234375,5797.4501953125,5803.97021484375,0
2023-06-07,5884.4501953125,5891.83984375,5839.68017578125,5842.490234375,0
2023-06-08,5887.0,5894.27001953125,5848.580078125,5884.4501953125,0
2023-06-09,5877.7998046875,5906.14013671875,5868.330078125,5887.0,0
2023-06-12,5917.81982421875,5921.64013671875,5873.91015625,5877.7998046875,0
2023-06-13,5975.31005859375,5982.43994140625,5917.81982421875,5917.81982421875,0
2023-06-14,5961.56005859375,6009.1201171875,5928.4599609375,5975.240234375,0
2023-06-15,6029.60986328125,6042.3798828125,5950.25,5961.56005859375,0
2023-06-16,6022.259765625,6065.52978515625,6015.18017578125,6029.830078125,0
2023-06-20,5967.72021484375,6022.259765625,5947.85009765625,6022.259765625,0
2023-06-21,5960.22021484375,5981.6201171875,5930.2099609375,5967.72021484375,0
2023-06-22,5935.02001953125,5960.22021484375,5913.4599609375,5960.22021484375,0
2023-06-23,5884.64990234375,5935.02001953125,5875.27001953125,5935.02001953125,0
2023-06-26,5919.2099609375,5935.18017578125,5884.64990234375,5884.64990234375,0
2023-06-27,5991.6298828125,5999.72998046875,5919.10009765625,5919.2099609375,0
2023-06-28,5979.669921875,5991.6298828125,5955.58984375,5991.6298828125,0
2023-06-29,6025.35986328125,6026.31982421875,5970.1201171875,5979.669921875,0
2023-06-30,6081.9599609375,6094.66015625,6025.35986328125,6025.35986328125,0
2023-07-03,6099.93994140625,6103.39990234375,6063.43017578125,6081.9599609375,0
2023-07-05,6069.58984375,6099.93994140625,6050.330078125,6099.93994140625,0
2023-07-06,6019.43994140625,6069.58984375,5970.93994140625,6069.58984375,0
2023-07-07,6033.5400390625,6084.22998046875,6003.240234375,6019.43994140625,0
2023-07-10,6086.68017578125,6093.43994140625,6024.77001953125,6033.5400390625,0
2023-07-11,6154.85009765625,6160.7900390625,6086.68017578125,6086.68017578125,0
2023-07-12,6182.7998046875,6212.56982421875,6154.85009765625,6154.85009765625,0
2023-07-13,6213.31982421875,6221.35009765625,6182.7998046875,6182.7998046875,0
2023-07-14,6174.240234375,6213.31982421875,6161.2001953125,6213.31982421875,0
2023-07-17,6187.68994140625,6204.22998046875,6147.740234375,6174.240234375,0
2023-07-18,6225.75,6237.4501953125,6183.7900390625,6187.68994140625,0
2023-07-19,6256.2001953125,6267.72998046875,6225.77978515625,6225.77978515625,0
2023-07-20,6249.3798828125,6260.27001953125,6230.009765625,6256.2001953125,0
2023-07-21,6259.60986328125,6277.68994140625,6240.259765625,6249.3798828125,0
2023-07-24,6274.830078125,6286.9599609375,6257.43017578125,6259.52978515625,0
2023-07-25,6281.08984375,6298.0400390625,6261.27978515625,6274.830078125,0
2023-07-26,6292.81005859375,6307.14013671875,6266.66015625,6281.08984375,0
2023-07-27,6237.85009765625,6324.64013671875,6228.52001953125,6292.7900390625,0
2023-07-28,6268.93017578125,6291.33984375,6237.85009765625,6237.85009765625,0
2023-07-31,6286.02978515625,6300.33984375,6266.31982421875,6268.93017578125,0
2023-08-01,6261.7998046875,6286.02978515625,6243.5498046875,6286.02978515625,0
2023-08-02,6200.60986328125,6261.7998046875,6189.47021484375,6261.7998046875,0
2023-08-03,6172.10986328125,6200.4599609375,6147.72998046875,6200.4599609375,0
2023-08-04,6141.7900390625,6215.41015625,6136.4501953125,6172.10986328125,0
2023-08-07,6193.919921875,6197.4599609375,6141.7900390625,6141.7900390625,0
2023-08-08,6162.4599609375,6193.919921875,6105.169921875,6193.919921875,0
2023-08-09,6145.77001953125,6185.93017578125,6137.509765625,6162.5498046875,0
2023-08-10,6137.580078125,6212.18017578125,6124.66015625,6145.77001953125,0
2023-08-11,6137.60986328125,6153.009765625,6113.06005859375,6137.580078125,0
2023-08-14,6136.10986328125,6137.60986328125,6104.669921875,6137.60986328125,0
2023-08-15,6052.9599609375,6136.10986328125,6048.35986328125,6136.10986328125,0
2023-08-16,6009.52001953125,6070.35009765625,6009.2001953125,6052.9599609375,0
2023-08-17,5961.97998046875,6032.2099609375,5959.47998046875,6009.52001953125,0
2023-08-18,5968.91015625,5981.47998046875,5918.66015625,5961.97998046875,0
2023-08-21,5969.22998046875,5986.56005859375,5930.6201171875,5968.97021484375,0
2023-08-22,5947.10986328125,5989.60986328125,5942.4501953125,5969.22998046875,0
2023-08-23,5997.10986328125,6001.77001953125,5947.10986328125,5947.10986328125,0
2023-08-24,5938.4599609375,6032.97021484375,5938.0,5997.10986328125,0
2023-08-25,5968.27001953125,5990.89990234375,5918.31005859375,5938.4599609375,0
2023-08-28,6011.509765625,6027.18017578125,5968.27001953125,5968.27001953125,0
2023-08-29,6079.7001953125,6081.33984375,6007.39990234375,6011.509765625,0
2023-08-30,6096.080078125,6106.14013671875,6077.6201171875,6079.7001953125,0
2023-08-31,6074.35986328125,6107.91015625,6074.18017578125,6096.080078125,0
2023-09-01,6097.009765625,6123.89013671875,6074.35986328125,6074.35986328125,0
2023-09-05,6024.06005859375,6097.009765625,6023.64013671875,6097.009765625,0
2023-09-06,6003.2900390625,6027.080078125,5973.759765625,6024.06005859375,0
2023-09-07,5976.490234375,6003.2900390625,5956.22998046875,6003.2900390625,0
2023-09-08,5978.9599609375,5993.81982421875,5969.080078125,5976.490234375,0
2023-09-11,5988.33984375,6015.990234375,5978.5,5978.9599609375,0
2023-09-12,5979.490234375,6007.10986328125,5973.240234375,5988.33984375,0
2023-09-13,5956.66015625,5990.580078125,5940.68017578125,5979.4599609375,0
2023-09-14,6023.83984375,6027.5400390625,5956.66015625,5956.66015625,0
2023-09-15,5971.85009765625,6023.83984375,5967.22998046875,6023.83984375,0
2023-09-18,5958.68017578125,5977.08984375,5944.080078125,5971.85009765625,0
2023-09-19,5947.2099609375,5964.8701171875,5921.1298828125,5958.68017578125,0
2023-09-20,5922.33984375,5990.740234375,5920.7998046875,5947.2099609375,0
2023-09-21,5821.81005859375,5922.35986328125,5821.080078125,5922.35986328125,0
2023-09-22,5798.08984375,5840.06982421875,5794.77001953125,5821.830078125,0
2023-09-25,5812.72998046875,5814.2900390625,5774.22021484375,5798.08984375,0
2023-09-26,5730.2998046875,5812.72998046875,5726.3798828125,5812.72998046875,0
2023-09-27,5733.14013671875,5761.5498046875,5695.81005859375,5730.2998046875,0
2023-09-28,5770.990234375,5793.0498046875,5733.080078125,5733.14013671875,0
2023-09-29,5754.77001953125,5817.2900390625,5739.77001953125,5770.990234375,0
2023-10-02,5691.06982421875,5754.77001953125,5663.9599609375,5754.77001953125,0
2023-10-03,5621.56005859375,5691.06982421875,5602.91015625,5691.06982421875,0
2023-10-04,5655.72998046875,5659.83984375,5586.14013671875,5621.56005859375,0
2023-10-05,5636.5,5660.66015625,5604.009765625,5655.72998046875,0
2023-10-06,5684.2998046875,5715.10009765625,5578.22998046875,5636.5,0
2023-10-09,5726.77001953125,5734.4501953125,5658.91015625,5684.2998046875,0
2023-10-10,5770.97998046875,5803.77978515625,5726.77001953125,5726.77001953125,0
2023-10-11,5782.85009765625,5794.169921875,5742.66015625,5770.97998046875,0
2023-10-12,5708.0,5791.509765625,5677.47998046875,5782.85009765625,0
2023-10-13,5696.830078125,5742.77978515625,5673.669921875,5708.0,0
2023-10-16,5766.97021484375,5777.66015625,5696.830078125,5696.830078125,0
2023-10-17,5796.18994140625,5825.2001953125,5733.31005859375,5766.97021484375,0
2023-10-18,5703.5400390625,5796.18994140625,5696.68994140625,5796.18994140625,0
2023-10-19,5633.72021484375,5726.3798828125,5624.490234375,5703.5400390625,0
2023-10-20,5562.7099609375,5633.72021484375,5561.8798828125,5633.72021484375,0
2023-10-23,5528.14990234375,5587.1298828125,5517.83984375,5562.7099609375,0
2023-10-24,5563.9599609375,5588.08984375,5528.14990234375,5528.14990234375,0
2023-10-25,5501.52001953125,5563.9599609375,5494.91015625,5563.9599609375,0
2023-10-26,5492.0,5536.4599609375,5483.56005859375,5501.52001953125,0
2023-10-27,5426.22021484375,5499.64013671875,5413.97998046875,5492.0,0
2023-10-30,5467.52001953125,5481.14013671875,5421.2900390625,5426.25,0
2023-10-31,5514.31982421875,5518.14990234375,5459.2998046875,5467.52001953125,0
2023-11-01,5532.330078125,5540.6298828125,5487.06005859375,5514.31982421875,0
2023-11-02,5653.0400390625,5657.31982421875,5532.330078125,5532.330078125,0
2023-11-03,5744.60009765625,5771.1298828125,5653.0400390625,5653.0400390625,0
2023-11-06,5714.02978515625,5753.8798828125,5696.830078125,5744.60009765625,0
2023-11-07,5702.6298828125,5717.56982421875,5683.16015625,5714.02978515625,0
2023-11-08,5693.0400390625,5716.85009765625,5670.18017578125,5702.6298828125,0
2023-11-09,5643.68017578125,5715.490234375,5640.72998046875,5693.0400390625,0
2023-11-10,5710.259765625,5714.47021484375,5639.52978515625,5643.68017578125,0
2023-11-13,5700.18994140625,5716.08984375,5681.47998046875,5710.259765625,0
2023-11-14,5861.56005859375,5878.89013671875,5700.18994140625,5700.18994140625,0
2023-11-15,5888.02001953125,5927.27978515625,5861.56005859375,5861.56005859375,0
2023-11-16,5868.169921875,5897.33984375,5851.31005859375,5888.02001953125,0
2023-11-17,5895.35986328125,5898.64990234375,5868.169921875,5868.169921875,0
2023-11-20,5919.509765625,5932.81005859375,5870.33984375,5895.35986328125,0
2023-11-21,5908.77978515625,5919.580078125,5896.490234375,5919.4501953125,0
2023-11-22,5935.41015625,5950.1298828125,5909.759765625,5909.759765625,0
2023-11-24,5954.4599609375,5956.6298828125,5930.18994140625,5935.41015625,0
2023-11-27,5938.60986328125,5954.4599609375,5920.68994140625,5954.4599609375,0
2023-11-28,5933.85009765625,5961.64990234375,5921.169921875,5938.60986328125,0
2023-11-29,5955.35009765625,5997.22998046875,5933.85009765625,5933.85009765625,0
2023-11-30,6003.16015625,6005.89013671875,5947.9599609375,5955.35009765625,0
2023-12-01,6094.2900390625,6095.58984375,5993.68994140625,6003.2001953125,0
2023-12-04,6095.830078125,6110.2001953125,6055.9599609375,6094.2900390625,0
2023-12-05,6041.7998046875,6095.830078125,6030.990234375,6095.830078125,0
2023-12-06,6045.5400390625,6097.68017578125,6039.990234375,6042.1201171875,0
2023-12-07,6074.56005859375,6081.330078125,6045.5400390625,6045.5400390625,0
2023-12-08,6093.3701171875,6108.39990234375,6068.02001953125,6074.56005859375,0
2023-12-11,6147.240234375,6148.39990234375,6093.3701171875,6093.3701171875,0
2023-12-12,6158.93994140625,6166.56982421875,6120.759765625,6147.240234375,0
2023-12-13,6288.4599609375,6289.52001953125,6149.6201171875,6158.93994140625,0
2023-12-14,6368.080078125,6399.64990234375,6288.4599609375,6288.4599609375,0
2023-12-15,6325.2998046875,6368.080078125,6305.75,6368.080078125,0
2023-12-18,6330.1298828125,6347.9501953125,6320.75,6325.2998046875,0
2023-12-19,6384.25,6385.169921875,6330.1298828125,6330.1298828125,0
2023-12-20,6274.5498046875,6388.66015625,6273.3701171875,6384.25,0
2023-12-21,6351.85986328125,6353.97021484375,6274.5498046875,6274.5498046875,0
2023-12-22,6373.35986328125,6397.02978515625,6348.0,6351.85986328125,0
2023-12-26,6412.1298828125,6427.5400390625,6373.35986328125,6373.35986328125,0
2023-12-27,6420.2998046875,6426.0400390625,6399.080078125,6412.1298828125,0
2023-12-28,6427.68994140625,6436.27001953125,6415.080078125,6420.2998046875,0
2023-12-29,6402.89013671875,6431.52001953125,6385.89013671875,6427.68994140625,0
2024-01-02,6401.10986328125,6424.97021484375,6362.22998046875,6402.89013671875,0
2024-01-03,6308.08984375,6401.10986328125,6302.4501953125,6401.10986328125,0
2024-01-04,6299.08984375,6341.10009765625,6297.81982421875,6308.08984375,0
2024-01-05,6317.18017578125,6352.9599609375,6282.830078125,6299.08984375,0
2024-01-08,6385.0,6385.89990234375,6303.4599609375,6317.47998046875,0
2024-01-09,6354.080078125,6384.66015625,6334.509765625,6384.66015625,0
2024-01-10,6364.0498046875,6375.08984375,6333.39990234375,6354.080078125,0
2024-01-11,6344.43994140625,6364.06982421875,6296.06005859375,6364.06982421875,0
2024-01-12,6332.3798828125,6384.240234375,6317.58984375,6344.43994140625,0
2024-01-16,6289.72021484375,6332.3798828125,6269.490234375,6332.3798828125,0
2024-01-17,6239.419921875,6289.72021484375,6211.7900390625,6289.72021484375,0
2024-01-18,6272.0,6278.10009765625,6214.58984375,6239.3798828125,0
2024-01-19,6321.990234375,6331.83984375,6252.27978515625,6271.990234375,0
2024-01-22,6354.4501953125,6376.93994140625,6321.97998046875,6321.97998046875,0
2024-01-23,6357.7001953125,6382.56982421875,6334.8798828125,6354.4501953125,0
2024-01-24,6323.419921875,6396.1201171875,6320.64013671875,6357.7001953125,0
2024-01-25,6385.7001953125,6386.4501953125,6323.419921875,6323.419921875,0
2024-01-26,6386.81005859375,6407.60986328125,6377.35009765625,6385.7001953125,0
2024-01-29,6427.10009765625,6428.72021484375,6372.240234375,6386.77978515625,0
2024-01-30,6429.56982421875,6441.7001953125,6402.81982421875,6426.97021484375,0
2024-01-31,6344.31005859375,6429.6298828125,6342.31982421875,6429.6298828125,0
2024-02-01,6419.43994140625,6419.72021484375,6319.3701171875,6344.31005859375,0
2024-02-02,6414.10986328125,6443.02978515625,6357.85009765625,6419.43994140625,0
2024-02-05,6358.72998046875,6414.10986328125,6332.68017578125,6414.10986328125,0
2024-02-06,6395.06005859375,6400.009765625,6357.330078125,6358.72998046875,0
2024-02-07,6420.2900390625,6437.18994140625,6391.3701171875,6395.06005859375,0
2024-02-08,6434.72998046875,6437.759765625,6404.169921875,6420.2900390625,0
2024-02-09,6444.52001953125,6447.919921875,6411.0,6434.72998046875,0
2024-02-12,6485.27001953125,6506.7099609375,6444.52001953125,6444.52001953125,0
2024-02-13,6375.06982421875,6485.27001953125,6329.60986328125,6485.27001953125,0
2024-02-14,6437.919921875,6439.669921875,6375.06982421875,6375.06982421875,0
2024-02-15,6511.97998046875,6518.47998046875,6437.919921875,6437.919921875,0
2024-02-16,6482.58984375,6525.3798828125,6477.0498046875,6511.97998046875,0
2024-02-20,6462.27978515625,6482.58984375,6449.97998046875,6482.58984375,0
2024-02-21,6479.56982421875,6481.97021484375,6437.68994140625,6462.27978515625,0
2024-02-22,6546.43994140625,6560.240234375,6479.56982421875,6479.56982421875,0
2024-02-23,6561.3701171875,6577.08984375,6546.43994140625,6546.43994140625,0
2024-02-26,6533.2900390625,6578.08984375,6531.06982421875,6561.3701171875,0
2024-02-27,6561.490234375,6564.0400390625,6533.2900390625,6533.2900390625,0
2024-02-28,6562.60986328125,6578.25,6539.31005859375,6561.490234375,0
2024-02-29,6595.72021484375,6605.490234375,6562.60986328125,6562.60986328125,0
2024-03-01,6633.7998046875,6637.009765625,6567.27978515625,6595.72021484375,0
2024-03-04,6649.72998046875,6665.490234375,6632.89013671875,6633.7998046875,0
2024-03-05,6614.14990234375,6662.93994140625,6592.0400390625,6649.72998046875,0
2024-03-06,6654.83984375,6675.60009765625,6614.14990234375,6614.14990234375,0
2024-03-07,6705.740234375,6714.06005859375,6654.83984375,6654.83984375,0
2024-03-08,6694.1201171875,6743.18017578125,6686.669921875,6705.740234375,0
2024-03-11,6703.6201171875,6706.830078125,6660.2001953125,6694.1201171875,0
2024-03-12,6721.16015625,6733.16015625,6685.31005859375,6703.6201171875,0
2024-03-13,6722.02001953125,6746.5,6705.39013671875,6721.16015625,0
2024-03-14,6658.0,6722.6201171875,6619.47021484375,6722.02001953125,0
2024-03-15,6646.97021484375,6669.5498046875,6614.5498046875,6658.0,0
2024-03-18,6665.81982421875,6687.52978515625,6646.97021484375,6646.97021484375,0
2024-03-19,6704.2900390625,6706.6201171875,6660.68994140625,6665.81982421875,0
2024-03-20,6760.669921875,6766.97021484375,6691.7900390625,6704.2900390625,0
2024-03-21,6808.990234375,6825.509765625,6760.669921875,6760.669921875,0
2024-03-22,6765.080078125,6816.5400390625,6762.56005859375,6808.990234375,0
2024-03-25,6750.64013671875,6780.5400390625,6748.3798828125,6765.080078125,0
2024-03-26,6740.2001953125,6775.89990234375,6739.669921875,6750.64013671875,0
2024-03-27,6845.97021484375,6847.14013671875,6740.2001953125,6740.2001953125,0
2024-03-28,6875.8798828125,6888.47998046875,6845.97021484375,6845.97021484375,0
2024-04-01,6833.68994140625,6878.2900390625,6826.97021484375,6875.8798828125,0
2024-04-02,6771.47021484375,6833.68994140625,6752.52001953125,6833.68994140625,0
2024-04-03,6778.740234375,6791.06982421875,6760.89013671875,6771.47021484375,0
2024-04-04,6707.1201171875,6835.7900390625,6695.85009765625,6778.740234375,0
2024-04-05,6751.1298828125,6766.91015625,6704.0,6707.1201171875,0
2024-04-08,6768.240234375,6791.080078125,6751.1298828125,6751.1298828125,0
2024-04-09,6795.31982421875,6804.0498046875,6736.7001953125,6768.240234375,0
2024-04-10,6683.72021484375,6795.31982421875,6658.39013671875,6795.31982421875,0
2024-04-11,6676.85986328125,6702.259765625,6635.02001953125,6683.72021484375,0
2024-04-12,6570.830078125,6676.85986328125,6552.490234375,6676.85986328125,0
2024-04-15,6512.02978515625,6641.75,6491.7900390625,6570.830078125,0
2024-04-16,6477.08984375,6512.02978515625,6458.009765625,6512.02978515625,0
2024-04-17,6463.3701171875,6513.06982421875,6444.830078125,6477.08984375,0
2024-04-18,6460.18017578125,6508.18017578125,6443.41015625,6463.3701171875,0
2024-04-19,6480.1201171875,6500.8701171875,6460.18017578125,6460.18017578125,0
2024-04-22,6531.27978515625,6564.27978515625,6475.5498046875,6480.1201171875,0
2024-04-23,6587.740234375,6602.5400390625,6531.27978515625,6531.27978515625,0
2024-04-24,6597.9599609375,6604.3798828125,6561.7099609375,6587.740234375,0
2024-04-25,6579.9599609375,6597.9599609375,6513.1201171875,6597.9599609375,0
2024-04-26,6588.52978515625,6609.6201171875,6567.759765625,6579.9599609375,0
2024-04-29,6634.77978515625,6637.1298828125,6588.52978515625,6588.52978515625,0
2024-04-30,6535.35009765625,6634.77978515625,6534.56982421875,6634.77978515625,0
2024-05-01,6512.759765625,6599.18994140625,6494.580078125,6535.35009765625,0
2024-05-02,6553.39990234375,6568.91015625,6491.93994140625,6512.759765625,0
2024-05-03,6597.66015625,6624.5498046875,6553.39990234375,6553.39990234375,0
2024-05-06,6649.72021484375,6649.85009765625,6597.66015625,6597.66015625,0
2024-05-07,6668.419921875,6686.5400390625,6649.72021484375,6649.72021484375,0
2024-05-08,6665.56005859375,6670.7001953125,6638.97021484375,6668.419921875,0
2024-05-09,6720.77978515625,6721.85009765625,6661.56982421875,6665.56005859375,0
2024-05-10,6731.41015625,6748.2998046875,6720.77978515625,6720.77978515625,0
2024-05-13,6727.43994140625,6772.7001953125,6724.669921875,6731.41015625,0
2024-05-14,6755.64013671875,6768.33984375,6727.43994140625,6727.43994140625,0
2024-05-15,6808.83984375,6813.52978515625,6755.64013671875,6755.64013671875,0
2024-05-16,6795.89990234375,6820.009765625,6795.58984375,6808.83984375,0
2024-05-17,6805.2001953125,6810.7900390625,6786.18017578125,6795.89990234375,0
2024-05-20,6799.06005859375,6822.5,6790.9599609375,6805.2001953125,0
2024-05-21,6794.419921875,6799.06005859375,6776.52001953125,6799.06005859375,0
2024-05-22,6772.2099609375,6799.72998046875,6753.31005859375,6794.419921875,0
