Date,Close,Shares_Outstanding,Market_Cap
2023-01-03,88.45169067382812,12847899648.0,1136418445473.2812
2023-01-04,87.41948699951172,12847899648.0,1123156796249.3672
2023-01-05,85.5535888671875,12847899648.0,1099183924291.875
2023-01-06,86.68502807617188,12983199744.0,1125449034327.1875
2023-01-09,87.35993194580078,12983199744.0,1134211446074.5781
2023-01-10,87.75692749023438,12983199744.0,1139365718525.4375
2023-01-11,90.83367919921875,12983199744.0,1179311800525.875
2023-01-12,90.44660949707031,12983199744.0,1174286397268.0312
2023-01-13,91.42918395996094,12995099648.0,1188131356295.0156
2023-01-17,90.60542297363281,12995099648.0,1177426500191.5469
2023-01-18,90.43668365478516,12995099648.0,1175233715928.586
2023-01-19,92.35221099853516,12987100160.0,1199387414235.4297
2023-01-20,97.28494262695312,12999199744.0,1264626401291.3438
2023-01-23,99.04167175292969,13021200384.0,1289641454261.25
2023-01-24,96.96733093261719,13029600256.0,1263445559943.2656
2023-01-25,94.50595092773438,13029600256.0,1231374762401.5312
2023-01-26,96.7886962890625,13037100032.0,1261843915487.375
2023-01-27,98.62481689453125,12732000256.0,1255691193949.125
2023-01-30,96.21304321289062,13025099776.0,1253184487600.5
2023-01-31,98.09878540039062,13006399488.0,1275911992205.0625
2023-02-01,99.67686462402344,13006399488.0,1296437121011.3438
2023-02-02,106.93204498291016,13003599872.0,1390501526452.4688
2023-02-03,103.99424743652344,13003599872.0,1352299582654.3125
2023-02-06,102.12834930419922,12832100352.0,1310521227055.5938
2023-02-07,106.83280944824219,12840099840.0,1371743939503.125
2023-02-08,98.62481689453125,12829200384.0,1265277538775.25
2023-02-09,94.2975082397461,12829200384.0,1209761628919.5938
2023-02-10,93.86080932617188,12829200384.0,1204159131049.875
2023-02-13,93.90050506591797,12825299968.0,1204302144617.1016
2023-02-14,93.96998596191406,12825299968.0,1205193257950.2969
2023-02-15,96.21304321289062,12825299968.0,1233961140039.4688
2023-02-16,94.79376220703125,12816799744.0,1214952667187.875
2023-02-17,93.64246368408203,12823900160.0,1200861605021.0938
2023-02-21,91.10166931152344,12822200320.0,1168123853398.75
2023-02-22,90.96271514892578,12823900160.0,1166496777352.3438
2023-02-23,90.20841217041016,12816799744.0,1156183154012.3594
2023-02-24,88.46160888671875,12816799744.0,1133794726133.125
2023-02-27,89.1960678100586,12821699584.0,1143645185534.664
2023-02-28,89.3846435546875,12822299648.0,1146116683587.875
2023-03-01,89.68238830566406,12822899712.0,1149988271176.1719
2023-03-02,91.31007385253906,12816900096.0,1170312094326.375
2023-03-03,92.94771575927734,12827100160.0,1192249659687.461
2023-03-06,94.4166030883789,12830600192.0,1211421685713.7422
2023-03-07,93.15614318847656,12835200000.0,1195677729052.7344
2023-03-08,93.543212890625,12835200000.0,1200645846093.75
2023-03-09,91.62769317626953,12832300032.0,1175794050077.9297
2023-03-10,89.95035552978516,12828999680.0,1153973082307.5
2023-03-13,90.42676544189453,12832000000.0,1160356254150.3906
2023-03-14,93.26531982421875,12832000000.0,1196780583984.375
2023-03-15,95.38926696777344,12822200320.0,1223100289438.75
2023-03-16,99.56768798828125,12823400448.0,1276796334755.25
2023-03-17,100.85794830322266,12851600384.0,1296186047143.1484
2023-03-20,100.46094512939453,12856299520.0,1291556000645.7812
2023-03-21,104.1332015991211,12848900096.0,1337997104023.7344
2023-03-22,102.59484100341797,12859299840.0,1319297822500.0781
2023-03-23,104.80809020996094,12860699648.0,1347905368870.7969
2023-03-24,104.64930725097656,12844300288.0,1344147127262.7188
2023-03-27,101.69164276123047,12842099712.0,1305934216216.8047
2023-03-28,100.27236938476562,12841900032.0,1287687743610.9375
2023-03-29,100.62966918945312,12826500096.0,1290726461518.9688
2023-03-30,100.13341522216797,12882799616.0,1289998723172.914
2023-03-31,102.95213317871094,12882799616.0,1326311701781.0781
2023-04-03,103.57740020751953,12819900416.0,1327851956008.5781
2023-04-04,103.9346923828125,12742599680.0,1324398177898.125
2023-04-05,103.68657684326172,12874099712.0,1334871329076.1016
2023-04-06,107.6069564819336,12860499968.0,1383879260392.4844
2023-04-10,105.64180755615234,12391999488.0,1309113225147.2344
2023-04-11,104.55997467041016,12835600384.0,1342090051030.5469
