Date,AMD,AMZN,GOOGL,META,MSFT,NVDA,ORCL,PLTR
2022-01-26,110.70999908447266,138.87249755859375,128.26388549804688,292.586181640625,287.09149169921875,22.727977752685547,75.46167755126953,12.75
2022-01-27,102.5999984741211,139.6374969482422,128.03759765625,292.59613037109375,290.1200866699219,21.901573181152344,75.6418228149414,12.279999732971191
2022-01-28,105.23999786376953,143.97799682617188,132.35098266601562,299.6170654296875,298.2671203613281,22.79584503173828,76.30552673339844,12.710000038146973
2022-01-31,114.25,149.57350158691406,134.28883361816406,311.0869445800781,300.8989562988281,24.438663482666016,76.95024108886719,13.710000038146973
2022-02-01,116.77999877929688,151.19349670410156,136.61180114746094,316.7871398925781,298.75091552734375,24.590370178222656,76.83646392822266,14.199999809265137
2022-02-02,122.76000213623047,150.6125030517578,146.89013671875,320.7593994140625,303.298583984375,25.193199157714844,78.22074127197266,13.319999694824219
2022-02-03,120.08000183105469,138.8455047607422,142.01693725585938,236.1106719970703,291.48443603515625,23.901695251464844,77.6897964477539,12.449999809265137
2022-02-04,123.5999984741211,157.63949584960938,142.2184295654297,235.44532775878906,296.0223083496094,24.271982192993164,77.8509750366211,12.9399995803833
2022-02-07,123.66999816894531,157.9355010986328,138.15711975097656,223.34983825683594,291.194091796875,24.680194854736328,76.5520248413086,12.979999542236328
2022-02-08,128.22999572753906,161.4134979248047,138.35365295410156,218.6526336669922,294.68707275390625,25.0594539642334,76.59944152832031,13.149999618530273
2022-02-09,132.85000610351562,161.1894989013672,140.53018188476562,230.39065551757812,301.1214599609375,26.653369903564453,79.12146759033203,13.869999885559082
2022-02-10,125.7699966430664,159.0034942626953,137.58047485351562,226.48793029785156,292.5776672363281,25.774070739746094,77.60446166992188,13.5600004196167
2022-02-11,113.18000030517578,153.2935028076172,133.27549743652344,218.0270233154297,285.4757080078125,23.902692794799805,75.61339569091797,13.130000114440918
2022-02-14,114.2699966430664,155.16700744628906,134.5096893310547,216.18983459472656,285.43695068359375,24.2200870513916,74.85487365722656,13.260000228881836
2022-02-15,121.47000122070312,156.510498046875,135.58409118652344,219.46697998046875,290.7295837402344,26.443775177001953,75.63233947753906,14.170000076293945
2022-02-16,117.69000244140625,158.10049438476562,136.70510864257812,215.03787231445312,290.3902893066406,26.45974349975586,75.08243560791016,13.970000267028809
2022-02-17,112.37000274658203,154.65249633789062,131.5450897216797,206.26913452148438,281.8870849609375,24.459619522094727,71.61227416992188,11.770000457763672
2022-02-18,113.83000183105469,152.60150146484375,129.42510986328125,204.72991943359375,279.1722106933594,23.596294403076172,70.70209503173828,11.020000457763672
2022-02-22,115.6500015258789,150.19749450683594,128.84002685546875,200.67820739746094,278.96856689453125,23.344778060913086,70.27542114257812,10.479999542236328
2022-02-23,109.76000213623047,144.82699584960938,126.63119506835938,197.0733642578125,271.74517822265625,22.343717575073242,68.71101379394531,10.430000305175781
2022-02-24,116.61000061035156,151.35800170898438,131.6959228515625,206.159912109375,285.6296691894531,23.702085494995117,70.92961883544922,11.829999923706055
2022-02-25,121.05999755859375,153.7884979248047,133.451171875,209.01992797851562,288.26690673828125,24.11029815673828,72.38973236083984,11.470000267028809
2022-02-28,123.33999633789062,153.56300354003906,134.04420471191406,209.5661163330078,289.7019348144531,24.337854385375977,72.02944946289062,11.850000381469727
2022-03-01,113.83000183105469,151.14199829101562,133.05615234375,202.0784149169922,285.97869873046875,23.431608200073242,72.06739807128906,12.180000305175781
2022-03-02,118.27999877929688,152.05250549316406,133.56234741210938,206.66636657714844,291.0592956542969,24.177295684814453,74.2196273803711,12.0600004196167
2022-03-03,111.9800033569336,147.89849853515625,132.8953857421875,201.56204223632812,286.91925048828125,23.672182083129883,74.19117736816406,11.34000015258789
2022-03-04,108.41000366210938,145.64100646972656,130.9172821044922,198.6721954345703,281.0434875488281,22.89555549621582,72.52247619628906,10.960000038146973
2022-03-07,102.94999694824219,137.4530029296875,125.4307861328125,186.16952514648438,270.4265441894531,21.314350128173828,70.46503448486328,11.109999656677246
2022-03-08,105.52999877929688,136.01449584960938,126.15133666992188,188.969970703125,267.4596252441406,21.476062774658203,69.52638244628906,11.039999961853027
2022-03-09,111.05000305175781,139.2790069580078,132.41946411132812,197.123046875,279.724853515625,22.973419189453125,72.1527099609375,11.649999618530273
2022-03-10,106.45999908447266,146.8175048828125,131.4364013671875,193.85586547851562,276.90338134765625,22.61804962158203,72.67417907714844,11.869999885559082
2022-03-11,104.29000091552734,145.52450561523438,128.89657592773438,186.30856323242188,271.5513610839844,22.061033248901367,73.78350067138672,11.390000343322754
2022-03-14,102.25,141.85299682617188,125.00647735595703,185.33538818359375,268.0317687988281,21.292388916015625,73.07240295410156,10.5
2022-03-15,109.33000183105469,147.3665008544922,128.22911071777344,190.69789123535156,278.4159240722656,22.932491302490234,76.4192886352539,10.770000457763672
2022-03-16,115.37000274658203,153.10400390625,132.28102111816406,202.21746826171875,285.43572998046875,24.45280647277832,75.81248474121094,11.789999961853027
2022-03-17,111.69000244140625,157.23899841308594,132.83535766601562,206.3982391357422,286.240478515625,24.72233009338379,76.4192886352539,12.319999694824219
2022-03-18,113.45999908447266,161.25050354003906,135.1046905517578,214.9882354736328,291.2919921875,26.40635108947754,77.44327545166016,12.819999694824219
2022-03-21,115.91999816894531,161.4915008544922,135.08087158203125,210.02291870117188,290.0606689453125,26.686859130859375,76.7606201171875,12.59000015258789
2022-03-22,114.77999877929688,164.88900756835938,138.81912231445312,215.14710998535156,294.81158447265625,26.477230072021484,77.55704498291016,13.270000457763672
2022-03-23,113.91999816894531,163.4080047607422,137.23855590820312,211.97927856445312,290.38055419921875,25.588802337646484,76.2201919555664,13.180000305175781
2022-03-24,120.52999877929688,163.64950561523438,140.51034545898438,218.046875,294.8503723144531,28.100360870361328,77.97422790527344,13.390000343322754
2022-03-25,119.66999816894531,164.77349853515625,140.61056518554688,220.28128051757812,294.4431457519531,27.643169403076172,77.49069213867188,12.970000267028809
2022-03-28,120.23999786376953,168.99049377441406,140.3947296142578,222.03897094726562,301.2496643066406,28.16924285888672,79.2636947631836,13.420000076293945
2022-03-29,123.2300033569336,169.31500244140625,141.43682861328125,228.2655029296875,305.8164367675781,28.605472564697266,79.91790771484375,14.199999809265137
2022-03-30,119.22000122070312,166.30099487304688,140.8740997314453,226.26943969726562,304.3135070800781,27.64117431640625,79.0361328125,13.880000114440918
2022-03-31,109.33999633789062,162.99749755859375,138.0246124267578,220.81752014160156,298.932373046875,27.237886428833008,78.4388198852539,13.729999542236328
2022-04-01,108.19000244140625,163.55999755859375,139.0994873046875,223.29025268554688,300.008544921875,26.664899826049805,77.75615692138672,13.829999923706055
2022-04-04,110.52999877929688,168.34649658203125,141.89935302734375,232.2675323486328,305.38970947265625,27.31175422668457,79.70929718017578,14.630000114440918
2022-04-05,106.81999969482422,164.05499267578125,139.5366973876953,230.2317657470703,301.4241943359375,25.885276794433594,78.6379165649414,13.890000343322754
2022-04-06,103.66999816894531,158.75599670410156,135.52401733398438,221.7509765625,290.3902893066406,24.363962173461914,77.8604507446289,13.0
2022-04-07,103.72000122070312,157.7845001220703,134.86944580078125,221.40342712402344,292.20343017578125,24.165311813354492,77.61297607421875,12.84000015258789
2022-04-08,101.0,154.4604949951172,132.2879638671875,220.78773498535156,287.93719482421875,23.078235626220703,77.04188537597656,12.699999809265137
2022-04-11,97.37000274658203,151.1219940185547,127.8574447631836,214.95848083496094,276.58343505859375,21.878353118896484,75.918701171875,12.65999984741211
2022-04-12,95.0999984741211,150.78750610351562,126.75675964355469,212.65457153320312,273.4807434082031,21.46607780456543,75.50940704345703,12.460000038146973
2022-04-13,97.73999786376953,155.54100036621094,128.91990661621094,213.4986572265625,278.87164306640625,22.163848876953125,75.9091796875,12.899999618530273
2022-04-14,93.05999755859375,151.7064971923828,125.7796401977539,208.72201538085938,271.31854248046875,21.220510482788086,75.62361907958984,12.420000076293945
2022-04-18,93.88999938964844,152.78500366210938,126.71904754638672,209.3079376220703,271.987548828125,21.74458885192871,74.45286560058594,12.149999618530273
2022-04-19,96.93000030517578,158.11549377441406,129.03407287597656,215.8025360107422,276.6221618652344,22.158855438232422,75.72833251953125,12.90999984741211
2022-04-20,94.0199966430664,153.9980010986328,127.07982635498047,199.0297088623047,277.64990234375,21.44411849975586,76.42317962646484,12.789999961853027
2022-04-21,89.8499984741211,148.29600524902344,123.87850952148438,186.765380859375,272.2687683105469,20.147409439086914,75.65217590332031,12.329999923706055
2022-04-22,88.13999938964844,144.35000610351562,118.73834991455078,182.83287048339844,265.6949768066406,19.480588912963867,72.53968048095703,11.960000038146973
2022-04-25,90.69000244140625,146.07400512695312,122.15105438232422,185.69287109375,272.1815185546875,19.86690902709961,73.27259063720703,12.109999656677246
2022-04-26,85.16000366210938,139.39100646972656,117.76024627685547,179.69476318359375,262.0008544921875,18.75486946105957,70.92153930664062,11.119999885559082
2022-04-27,84.91000366210938,138.16700744628906,113.4374008178711,173.73638916015625,274.60546875,18.382526397705078,71.15950012207031,10.5600004196167
2022-04-28,89.63999938964844,144.59649658203125,117.63370513916016,204.30288696289062,280.82049560546875,19.74711799621582,72.4730453491211,10.949999809265137
2022-04-29,85.5199966430664,124.28150177001953,113.25377655029297,199.07936096191406,269.0788879394531,18.514297485351562,69.86499786376953,10.399999618530273
2022-05-02,89.83999633789062,124.5,115.70873260498047,209.66542053222656,275.8174133300781,19.49855613708496,70.43608856201172,10.739999771118164
2022-05-03,91.12999725341797,124.25350189208984,116.45410919189453,210.5591583251953,273.2092590332031,19.567434310913086,69.76030731201172,10.550000190734863
2022-05-04,99.41999816894531,125.92849731445312,121.34414672851562,221.86026000976562,281.159912109375,20.29814338684082,71.58783721923828,10.979999542236328
2022-05-05,93.87000274658203,116.40699768066406,115.63182067871094,206.83518981933594,268.9140625,18.810773849487305,69.29390716552734,10.119999885559082
2022-05-06,95.33999633789062,114.77249908447266,114.8785171508789,202.35647583007812,266.3737487792969,18.64206886291504,68.99883270263672,9.479999542236328
2022-05-09,86.36000061035156,108.78900146484375,111.66727447509766,194.8489227294922,256.5325012207031,16.92011260986328,68.09458923339844,7.460000038146973
2022-05-10,88.7300033569336,108.85900115966797,113.53713989257812,196.27891540527344,261.3027648925781,17.563974380493164,69.03689575195312,7.289999961853027
2022-05-11,87.91999816894531,105.37200164794922,112.75057983398438,187.4307403564453,252.625,16.600671768188477,67.60912322998047,6.710000038146973
2022-05-12,87.05999755859375,106.93049621582031,111.9977798461914,189.9134063720703,247.5831756591797,16.146480560302734,67.32360076904297,7.340000152587891
2022-05-13,95.12000274658203,113.05500030517578,115.18022918701172,197.2421875,253.17770385742188,17.67477798461914,67.74239349365234,8.34000015258789
2022-05-16,94.23999786376953,110.81050109863281,113.5867691040039,198.65232849121094,253.54611206054688,17.233558654785156,66.35272216796875,8.039999961853027
2022-05-17,102.47000122070312,115.36849975585938,115.59955596923828,201.21446228027344,258.7043151855469,18.14494514465332,68.41819763183594,8.359999656677246
2022-05-18,96.27999877929688,107.11250305175781,111.06036376953125,190.90646362304688,246.9255828857422,16.908130645751953,65.01063537597656,8.010000228881836
2022-05-19,96.66999816894531,107.31900024414062,109.55622863769531,189.96304321289062,246.01205444335938,17.09380340576172,63.811302185058594,8.3100004196167
2022-05-20,93.5,107.59100341796875,108.09129333496094,192.1974334716797,245.4483642578125,16.664566040039062,65.32473754882812,8.079999923706055
2022-05-23,95.06999969482422,107.55699920654297,110.65194702148438,194.8687744140625,253.3106231689453,16.868206024169922,66.66681671142578,8.010000228881836
2022-05-24,91.16000366210938,104.0999984741211,105.17533111572266,180.02249145507812,252.30958557128906,16.125516891479492,65.70545959472656,7.550000190734863
2022-05-25,92.6500015258789,106.7750015258789,105.01155853271484,182.55479431152344,255.1278533935547,16.945066452026367,66.4669418334961,7.960000038146973
2022-05-26,98.75,111.07749938964844,106.98416137695312,190.3006591796875,258.41278076171875,17.819522857666016,68.20880126953125,8.359999656677246
2022-05-27,102.26000213623047,115.14649963378906,111.4742431640625,193.7764129638672,265.5460510253906,18.77783203125,69.27486419677734,8.850000381469727
2022-05-31,101.86000061035156,120.20950317382812,112.90889739990234,192.2967529296875,264.2146911621094,18.639076232910156,68.45626831054688,8.680000305175781
2022-06-01,101.22000122070312,121.68399810791016,113.03791809082031,187.33143615722656,264.7491760253906,18.287696838378906,68.15167999267578,8.460000038146973
2022-06-02,108.58999633789062,125.51100158691406,116.74044036865234,197.4805450439453,266.8483581542969,19.55745506286621,69.61750793457031,9.300000190734863
2022-06-03,106.30000305175781,122.3499984741211,113.68205261230469,189.4565887451172,262.4167175292969,18.686992645263672,68.3325424194336,8.9399995803833
2022-06-06,105.6500015258789,124.79000091552734,115.9444580078125,192.9025115966797,261.1824645996094,18.752872467041016,69.4557113647461,8.979999542236328
2022-06-07,105.27999877929688,123.0,116.27098083496094,194.29278564453125,264.8268737792969,18.892629623413086,69.18919372558594,9.130000114440918
2022-06-08,101.9000015258789,121.18000030517578,116.31515502929688,195.2759552001953,262.7958068847656,18.619054794311523,67.94229888916016,9.180000305175781
2022-06-09,98.80000305175781,116.1500015258789,113.97434997558594,182.72360229492188,257.333984375,18.01998519897461,65.88632202148438,8.680000305175781
2022-06-10,94.81999969482422,109.6500015258789,110.32789611816406,174.3520965576172,245.86627197265625,16.94765281677246,63.90648651123047,8.260000228881836
2022-06-13,86.98999786376953,103.66999816894531,105.59465789794922,163.1205291748047,235.4384307861328,15.622713088989258,60.965309143066406,7.639999866485596
2022-06-14,86.98999786376953,102.30999755859375,105.91522216796875,162.59422302246094,237.60560607910156,15.811418533325195,67.31407165527344,7.820000171661377
2022-06-15,89.30000305175781,107.66999816894531,108.94137573242188,168.17526245117188,244.6708984375,16.501344680786133,66.34320831298828,8.119999885559082
2022-06-16,82.05000305175781,103.66000366210938,105.23834991455078,159.7540740966797,238.07212829589844,15.576783180236816,65.40088653564453,7.670000076293945
2022-06-17,81.56999969482422,106.22000122070312,106.34001922607422,162.60415649414062,240.6766357421875,15.855350494384766,64.45855712890625,8.239999771118164
2022-06-21,83.79000091552734,108.68000030517578,110.70751953125,155.96058654785156,246.59515380859375,16.540281295776367,64.42047882080078,8.710000038146973
2022-06-22,83.75,108.94999694824219,110.65145111083984,154.76890563964844,246.00233459472656,16.334606170654297,63.32585144042969,9.010000228881836
2022-06-23,82.43000030517578,112.44000244140625,111.4002914428711,157.64878845214844,251.5709686279297,16.199811935424805,64.37289428710938,9.460000038146973
2022-06-24,87.08000183105469,116.45999908447266,117.09030151367188,168.97962951660156,260.1620788574219,17.099416732788086,67.29503631591797,10.1899995803833
2022-06-27,86.16000366210938,113.22000122070312,114.96485137939453,168.31427001953125,257.43115234375,16.842815399169922,67.01900482177734,9.619999885559082
2022-06-28,80.77999877929688,107.4000015258789,111.16754150390625,159.56536865234375,249.2580108642578,15.95719051361084,65.27713012695312,9.3100004196167
2022-06-29,77.98999786376953,108.91999816894531,110.86384582519531,162.8027801513672,252.9315643310547,15.517873764038086,65.87680053710938,9.229999542236328
2022-06-30,76.47000122070312,106.20999908447266,108.1458740234375,160.13140869140625,249.59815979003906,15.135469436645508,66.5050048828125,9.069999694824219
2022-07-01,73.66999816894531,109.55999755859375,107.92206573486328,158.91989135742188,252.2707061767578,14.500455856323242,67.45685577392578,9.270000457763672
2022-07-05,75.19999694824219,113.5,112.41362762451172,167.02330017089844,255.44863891601562,14.940773010253906,68.52291870117188,10.069999694824219
2022-07-06,75.3499984741211,114.33000183105469,113.71281433105469,168.59234619140625,258.71405029296875,15.106513023376465,68.20880126953125,9.800000190734863
2022-07-07,79.30000305175781,116.33000183105469,117.89224243164062,170.99554443359375,260.8423767089844,15.833386421203613,68.37061309814453,10.180000305175781
2022-07-08,79.3499984741211,115.54000091552734,118.45846557617188,169.69464111328125,260.1232604980469,15.813414573669434,68.40869140625,10.170000076293945
2022-07-11,76.94999694824219,111.75,114.80903625488281,161.7501220703125,257.0618896484375,15.128479957580566,68.42782592773438,9.5600004196167
2022-07-12,76.36000061035156,109.22000122070312,113.16545867919922,162.13742065429688,246.52711486816406,15.058589935302734,67.3187484741211,9.489999771118164
2022-07-13,77.5199966430664,110.4000015258789,110.51846313476562,162.35589599609375,245.60389709472656,15.140461921691895,66.9554214477539,9.279999732971191
2022-07-14,78.5999984741211,110.62999725341797,109.53985595703125,156.95364379882812,246.9255828857422,15.348137855529785,66.40089416503906,8.899999618530273
2022-07-15,81.11000061035156,113.55000305175781,110.93927001953125,163.55751037597656,249.4912567138672,15.737532615661621,67.63423919677734,9.039999961853027
2022-07-18,81.43000030517578,113.76000213623047,108.21237182617188,166.0699462890625,247.0908203125,16.076005935668945,67.12752532958984,9.029999732971191
2022-07-19,85.87999725341797,118.20999908447266,112.95653533935547,174.56063842773438,252.2221221923828,16.965621948242188,69.06838989257812,9.34000015258789
2022-07-20,89.43000030517578,122.7699966430664,113.04586029052734,181.81993103027344,254.8849639892578,17.779356002807617,69.40303039550781,10.109999656677246
2022-07-21,91.08999633789062,124.62999725341797,113.4825668334961,181.8993682861328,257.38262939453125,18.021984100341797,71.26740264892578,10.489999771118164
2022-07-22,88.0999984741211,122.41999816894531,107.09085083007812,168.0957794189453,253.02870178222656,17.2921142578125,71.61161041259766,9.84000015258789
2022-07-25,87.54000091552734,121.13999938964844,106.70378112792969,165.49395751953125,251.54183959960938,16.997575759887695,71.57335662841797,9.680000305175781
2022-07-26,85.25,114.80999755859375,104.23245239257812,158.04600524902344,244.80694580078125,16.50733757019043,70.7798080444336,9.399999618530273
2022-07-27,89.81999969482422,120.97000122070312,112.212158203125,168.40365600585938,261.1727294921875,17.76238250732422,72.53902435302734,10.020000457763672
2022-07-28,91.66999816894531,122.27999877929688,113.36346435546875,159.60508728027344,268.6267395019531,17.956085205078125,73.65766906738281,10.130000114440918
2022-07-29,94.47000122070312,134.9499969482422,115.44770812988281,157.99635314941406,272.8348388671875,18.134807586669922,74.42253875732422,10.350000381469727
2022-08-01,96.77999877929688,135.38999938964844,113.9986572265625,158.820556640625,270.1817321777344,18.412376403808594,74.04010009765625,10.470000267028809
2022-08-02,99.29000091552734,134.16000366210938,114.2666244506836,159.0787811279297,267.0815734863281,18.497243881225586,72.9979476928711,10.920000076293945
2022-08-03,98.08999633789062,139.52000427246094,117.19451904296875,167.6290740966797,274.51617431640625,18.86367416381836,73.97318267822266,11.199999809265137
2022-08-04,103.91000366210938,142.57000732421875,117.3036880493164,169.38677978515625,275.6629333496094,19.185171127319336,74.00184631347656,11.319999694824219
2022-08-05,102.30999755859375,140.8000030517578,116.5890884399414,165.95077514648438,274.94378662109375,18.959524154663086,73.95404815673828,11.449999809265137
2022-08-08,100.06999969482422,139.41000366210938,116.42036437988281,169.0689697265625,272.4267578125,17.765378952026367,73.11268615722656,9.819999694824219
2022-08-09,95.54000091552734,137.8300018310547,115.75538635253906,167.36094665527344,274.3509826660156,17.059476852416992,73.39950561523438,9.25
2022-08-10,99.05000305175781,142.69000244140625,118.80235290527344,177.10287475585938,281.0177001953125,18.06890869140625,74.13571166992188,9.59000015258789
2022-08-11,98.12000274658203,140.63999938964844,117.94880676269531,176.25877380371094,278.9380187988281,17.914148330688477,73.77239227294922,9.420000076293945
2022-08-12,100.83000183105469,143.5500030517578,120.76751708984375,179.24789428710938,283.6903991699219,18.679956436157227,75.6750259399414,9.90999984741211
2022-08-15,101.01000213623047,143.17999267578125,121.16452026367188,179.63519287109375,285.2064514160156,19.002456665039062,75.63676452636719,9.90999984741211
2022-08-16,100.19999694824219,144.77999877929688,120.78736877441406,178.2250518798828,284.46783447265625,18.84969711303711,76.02876281738281,9.739999771118164
2022-08-17,98.2699966430664,142.10000610351562,118.65348815917969,173.63710021972656,283.7179260253906,18.306537628173828,75.7706298828125,9.430000305175781
2022-08-18,100.44000244140625,142.3000030517578,119.26883697509766,173.4484100341797,282.5979309082031,18.743865966796875,75.83755493164062,9.149999618530273
2022-08-19,95.94999694824219,138.22999572753906,116.3310317993164,166.7948760986328,278.682861328125,17.8212947845459,75.20652770996094,8.510000228881836
2022-08-22,92.83999633789062,133.22000122070312,113.38331604003906,161.91896057128906,270.50201416015625,17.0075626373291,73.10311126708984,8.069999694824219
2022-08-23,92.48999786376953,133.6199951171875,113.00615692138672,159.99240112304688,269.2262268066406,17.154327392578125,73.05533599853516,8.010000228881836
2022-08-24,92.7300033569336,133.8000030517578,112.83743286132812,162.1274871826172,268.5931701660156,17.195268630981445,72.82586669921875,8.100000381469727
2022-08-25,97.18000030517578,137.27999877929688,115.77523803710938,167.60919189453125,271.5732727050781,17.885194778442383,73.51423645019531,8.420000076293945
2022-08-26,91.18000030517578,130.75,109.51255798339844,160.6577911376953,261.0941162109375,16.234760284423828,71.37257385253906,7.940000057220459
2022-08-29,88.48999786376953,129.7899932861328,108.59945678710938,158.0658721923828,258.30877685546875,15.776471138000488,70.93278503417969,7.809999942779541
2022-08-30,86.94000244140625,128.72999572753906,108.123046875,156.06980895996094,256.1076965332031,15.443989753723145,70.8849868774414,7.789999961853027
2022-08-31,84.87000274658203,126.7699966430664,107.408447265625,161.79977416992188,254.64688110351562,15.070569038391113,70.89454650878906,7.71999979019165
2022-09-01,82.33000183105469,127.81999969482422,108.91705322265625,164.21292114257812,253.6047821044922,13.915366172790527,71.99404907226562,7.489999771118164
2022-09-02,80.23999786376953,127.51000213623047,107.04122924804688,159.2078857421875,249.37808227539062,13.625815391540527,71.40127563476562,7.400000095367432
2022-09-06,78.72000122070312,126.11000061035156,106.00901794433594,157.44021606445312,246.64137268066406,13.444099426269531,70.58858489990234,7.28000020980835
2022-09-07,79.61000061035156,129.47999572753906,108.62922668457031,159.27740478515625,251.35507202148438,13.696779251098633,71.21961975097656,7.389999866485596
2022-09-08,82.77999877929688,129.82000732421875,107.56725311279297,160.93580627441406,251.77378845214844,13.972432136535645,71.37257385253906,7.53000020980835
2022-09-09,85.44999694824219,133.27000427246094,109.82022857666016,167.97662353515625,257.5588073730469,14.368936538696289,72.5772705078125,7.789999961853027
2022-09-12,84.63999938964844,136.4499969482422,110.02865600585938,167.78794860839844,259.69171142578125,14.486786842346191,73.69589233398438,8.010000228881836
2022-09-13,77.02999877929688,126.81999969482422,103.53770446777344,152.0677490234375,245.4142608642578,13.11451244354248,72.70155334472656,7.480000019073486
2022-09-14,77.44999694824219,128.5500030517578,104.21259307861328,150.4192657470703,245.6382293701172,13.111517906188965,68.95366668701172,7.630000114440918
2022-09-15,76.66000366210938,126.27999877929688,102.1382827758789,148.5126190185547,238.9767303466797,12.912766456604004,67.15618133544922,8.010000228881836
2022-09-16,76.51000213623047,123.52999877929688,102.02909851074219,145.27517700195312,238.3534393310547,13.181427955627441,65.80811309814453,7.78000020980835
2022-09-19,76.7699966430664,124.66000366210938,102.29706573486328,146.99319458007812,238.13922119140625,13.36519718170166,66.03755187988281,7.860000133514404
2022-09-20,75.25,122.19000244140625,100.38155364990234,145.0765838623047,236.12318420410156,13.159456253051758,65.11972045898438,7.619999885559082
2022-09-21,74.4800033569336,118.54000091552734,98.53548431396484,141.13412475585938,232.7145233154297,13.244348526000977,63.81942367553711,7.690000057220459
2022-09-22,69.5,117.30999755859375,99.38905334472656,141.82928466796875,234.69155883789062,12.545228004455566,63.13102722167969,7.369999885559082
2022-09-23,67.95999908447266,113.77999877929688,97.99954223632812,139.4359893798828,231.71142578125,12.500284194946289,61.71601486206055,7.400000095367432
2022-09-26,66.30000305175781,115.1500015258789,97.43380737304688,135.4240264892578,231.25367736816406,12.212646484375,60.664306640625,7.53000020980835
2022-09-27,67.16999816894531,114.41000366210938,96.76883697509766,133.46766662597656,230.2407989501953,12.397414207458496,59.679527282714844,7.630000114440918
2022-09-28,68.36000061035156,118.01000213623047,99.29972076416016,140.62765502929688,234.77920532226562,12.72000789642334,60.30099105834961,7.940000057220459
2022-09-29,64.13999938964844,114.80000305175781,96.68944549560547,135.4637451171875,231.3023681640625,12.204655647277832,58.70431137084961,8.079999923706055
2022-09-30,63.36000061035156,113.0,94.9327163696289,134.73880004882812,226.82241821289062,12.123757362365723,58.388797760009766,8.130000114440918
2022-10-03,66.11000061035156,115.87999725341797,97.9002914428711,137.6484832763672,234.45782470703125,12.496291160583496,60.31055450439453,8.239999771118164
2022-10-04,67.9000015258789,121.08999633789062,100.87779998779297,139.30690002441406,242.38540649414062,13.150467872619629,62.80595397949219,8.460000038146973
2022-10-05,67.94000244140625,120.94999694824219,100.66936492919922,138.01588439941406,242.69705200195312,13.192414283752441,63.71426773071289,8.420000076293945
2022-10-06,67.8499984741211,120.30000305175781,100.65943908691406,138.1053009033203,240.3499298095703,13.113513946533203,62.43307876586914,8.470000267028809
2022-10-07,58.439998626708984,114.55999755859375,97.93998718261719,132.52427673339844,228.12745666503906,12.060837745666504,60.51132583618164,8.149999618530273
2022-10-10,57.810001373291016,113.66999816894531,97.12614440917969,132.86192321777344,223.26763916015625,11.655345916748047,59.82294464111328,8.0600004196167
2022-10-11,57.630001068115234,112.20999908447266,96.45125579833984,127.64832305908203,219.5278778076172,11.571452140808105,59.976707458496094,8.039999961853027
2022-10-12,57.849998474121094,112.9000015258789,96.8283920288086,126.61554718017578,219.85899353027344,11.485560417175293,61.29328536987305,8.069999694824219
2022-10-13,58.939998626708984,112.52999877929688,98.31714630126953,129.3861846923828,228.12745666503906,11.94498348236084,62.65792465209961,8.079999923706055
2022-10-14,55.939998626708984,106.9000015258789,95.83589172363281,125.88068389892578,222.5956268310547,11.21290397644043,61.80262756347656,7.53000020980835
